id,family,source,status,prediction,answer,baseline_prediction,baseline_correct,candidate_correct,reason,proof
b8aa3072,bit_manipulation,v412_bit_lut_k123,abstain,,00000011,00000111,False,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [47], ""consistent_counts"": [65], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -2}"
9f1ff166,equation_transform,v412_equation_vsa_ranked,abstain,,[,"""]'/",False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
82ae858c,bit_manipulation,v412_bit_lut_k123,abstain,,11001101,11111101,False,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [8], ""consistent_counts"": [10], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 2}"
1282c5c5,bit_manipulation,v412_bit_lut_k123,abstain,,00001110,00001110,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [6], ""consistent_counts"": [9], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 8}"
432b1110,equation_transform,v412_equation_vsa_ranked,candidate,\{<?,%[:?,\{<?,False,False,v412_vsa_ranked_unique_prediction,v412_symbolic_position_template:end4|end3|end1|end0=>\{<?@30; v412_symbolic_position_template:end4|end3|end1|start4=>\{<?@30; v412_symbolic_position_template:end4|end3|start3|end0=>\{<?@30; v412_symbolic_position_template:end4|end3|start3|start4=>\{<?@30; v412_symbolic_position_template:end4|start1|end1|end0=>\{<?@30
f333b67f,equation_transform,v412_equation_vsa_ranked,abstain,,100,100,True,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
f7d26b8d,equation_transform,v412_equation_vsa_ranked,abstain,,/@,[}}\,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
5ba26f21,bit_manipulation,v412_bit_lut_k123,abstain,,01011100,01111110,False,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [19], ""consistent_counts"": [42], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 6}"
a00fe76a,bit_manipulation,v412_bit_lut_k123,abstain,,10111011,10111011,True,False,ambiguous_lut_prediction_bit_2,"{""accepted_counts"": [27, 26, 30], ""consistent_counts"": [30, 29, 40], ""reason"": ""ambiguous_lut_prediction_bit_2"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
8e56a42e,equation_transform,v412_equation_vsa_ranked,abstain,,%/<>,%/<>,True,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
0e3962f6,bit_manipulation,v412_bit_lut_k123,abstain,,11111110,11111110,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [28], ""consistent_counts"": [46], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
20f0fac9,equation_transform,v412_equation_vsa_ranked,abstain,,2976,65,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
26e48e98,equation_transform,v412_equation_vsa_ranked,abstain,,){|,"""%]%{""",False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
0290f51a,bit_manipulation,v412_bit_lut_k123,abstain,,10101111,10101111,True,False,ambiguous_lut_prediction_bit_5,"{""accepted_counts"": [7, 13, 13, 23, 25, 24], ""consistent_counts"": [7, 13, 13, 29, 29, 28], ""reason"": ""ambiguous_lut_prediction_bit_5"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 4}"
c30a782a,bit_manipulation,v412_bit_lut_k123,abstain,,01000110,01000110,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [47], ""consistent_counts"": [48], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 2}"
3d24aef4,bit_manipulation,v412_bit_lut_k123,abstain,,10100101,10100101,True,False,ambiguous_lut_prediction_bit_3,"{""accepted_counts"": [19, 17, 10, 23], ""consistent_counts"": [34, 32, 31, 35], ""reason"": ""ambiguous_lut_prediction_bit_3"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
5501c054,equation_transform,v412_equation_vsa_ranked,abstain,,[#>#,!##^,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
ea6d926a,equation_transform,v412_equation_vsa_ranked,abstain,,87,37,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
