row_no,source_path,id,family,status,accepted,block_reason,prompt_sha256,prompt_normalized_sha256,assistant_sha256,assistant_chars,boxed_count,reference_id_overlap,reference_prompt_sha_overlap,reference_normalized_prompt_overlap,reference_13gram_overlap_count
8469,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e3ff3a78,unit_conversion,rule_found,False,non_target_family,70a96e4f4212b6bc9a91210b03a6f71d1b82f9bcb2d79eae745386c79eb049ff,d439755e2999485003877ef462b5fc89cfe25b2c4111626e2734a3ad5214d67c,3ab8df3abb331ef408634d7e5d0b5797d7bd756dbb01e109de69f0ad36810b72,3864,5,False,False,False,0
8470,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e401ee4f,equation_transform,rule_unknown,False,status_not_allowed,0620ae8538c5a1d852afdbe9877422cbdae95fc3d2433899ac418bcf4189033d,5de13bfa23ccefd08ef249624d8ce0291ad9f69607964763816f1d4004baac3a,8ddf5088431cb1fdf61857169f4f50853dd2eaf912ece5bac1ba05e9d36433fa,1136,5,False,False,False,0
8471,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e40635a7,bit_manipulation,rule_found,True,,9217119ad205b63e9c7920e4ebebc9b75e121f408bbbc091cbbb375cf2edc24e,7e1052e2877074bc3ffd728082a757201d2859d7b37e7ab7b01891b9bdc8e654,f47291961492cf9689a28cc63be4e3075f3a6025637a13e565687628a99db344,8254,5,False,False,False,0
8472,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e406f8e6,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,2e9fdf4a53e8c6cdb75a7e8acf47e74626966255db0ce4e6a02deade2ab7ab1a,e4c599d54bb676736728d090d0bad9174a835267189fb2f7735090a341fe949f,2b5179db72ef89acb74bc008d55c5473545aed07d115420e8575b6a14d026080,4579,5,False,False,False,17
8473,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4105227,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,6de5b1a712bf56d44c67d43d5298ba63261a88df290bf827eaaba6607bdf5664,b883161ead90360fd899dc6b978d173e6c8c595ded7e3d18be1c493916618b49,375e933576ed5217af64d78296fabdfd629f64b0b591becd61b44773672f12d4,287,4,False,False,False,4
8474,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e41eac0a,text_encryption,rule_found,False,non_target_family,a45d9af38a1455e0e020f3acf6925229c997dde3dab7f6b8c242e74fba6ab249,ca99d3fd2685538918df702a0d40cdf403a29fe3d03f1ad9eaaea78bb3140abb,a30061bc0e4b20b14f3396bc377bd2f040f3383749eb956d4ad5535c4cff4038,5528,5,False,False,False,0
8475,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4240858,numeral_system,rule_found,False,non_target_family,9889308a81715ab6093e6bf9ac1ecf8a36a77161b7e053b84fa8b7aa316ebd94,ae684f183d153e24111d8ce8069ebcc7c3fed2d92daf2cec6f5921863f54aaaf,102a4611198afafc8173ba1078deb5483a0c37b8826321742214b1a506ca1345,378,4,False,False,False,0
8476,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4351236,text_encryption,rule_found,False,non_target_family,e5466fa3d768305dba14ea025602230d299dbfb149b121b73490e850836d9b6e,4d6b8930f2d6f33ee141c98202fc279057d91cafe1ff0051c9a1bc36a2384893,6448f7967f78509ebe61ddc755d18a5c239a972368df62af5444f3c9fe54f39f,7168,5,False,False,False,0
8477,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e43520a7,gravity_constant,rule_found,False,non_target_family;reference_id_overlap;reference_13gram_overlap,b6cf1a244f2035f62db8e3de25594018bce0aa61699b980c8b1fb11530751e86,855c96eae5cec4aeabcaa6125a67d17627ade0350fc1200c798be2c3061c6e1b,e7cad4ef519845962e93cdfe6b977989565d94562d9bf301743b45b24b2eb7eb,4818,5,True,False,False,84
8478,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e43d067d,numeral_system,rule_found,False,non_target_family,eaaf9209f67d05b857faddc0b8d2675a8e8926b26551c169cfbd40a4674f2dbc,dc044b34268df0f600cf559a4b5f5039efd7f7edf6fd05d88ff0c79c65a0b598,93a454bae9ed0f2724fe09184678d0c77fdf2840b4eadea60c70ea4cd6f6a044,279,4,False,False,False,0
8479,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e44415b8,unit_conversion,rule_found,False,non_target_family,a218a7a08cf0bb6c96bbcbf3b857132dd3b64369e6c4cc8821e905b5086bde25,619f32dd541938b3ed769e089c37b65b069efce6f70de1ed57655ec924e82fa4,afd6750c7a1367a4adf20fb2c05faf7a7c44607cada24395a78c285ee5fa73b2,3795,5,False,False,False,0
8480,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4456e1d,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,4235c8d836a74f7d01b92ae460743196cdf4ddcf2a228d3b7022be25a4463bb6,05bbbdc3d1d56c1afe25ed94000f0f2d9057fedaee85484bea821e051fb0f897,14797631fcea00bd92beb58b2aab21e113c979366b43d46520a1e748cea9193c,5005,5,False,False,False,2
8481,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4479bb1,equation_transform,rule_found,False,reference_13gram_overlap,f8ec04fdd518aa25f143871585b48e74e25fd770db47ecb327462f052cd3fd55,12ee29b6509c2421eb930d1f4bc844ff286c597853407ebcc68446c0530ab8ec,80de0da15c2fde7a3c3cc13f4a3e01af22f159f643c5d2e855f026a9c362e379,10956,5,False,False,False,1
8482,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e44b5be4,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,1dc8e99515708dfff0f21a1009727e4b1ac9a7b11c0dbdcec4fc298b9ba12980,c797ac210b3bb00b10a8267026181dfec6ff0b46eff1e493b4539ea38aee53a9,a3102d4cf3bff4bd03998ff2747b9afc723e3d26fb7de0c2e157de6c3a047fb5,3944,5,False,False,False,2
8483,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e44fed1a,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,f4ffd55db2cd3f9a64200f502b32dde6afc2b98af81121e29ef475b2b5b08278,82059f824415b49367a5cc38483c118de2c3192d0fe9b63b4315c9de8c5b7071,b410357ebd23819b82d512af21807456e5cabd6ca99809665bde731219794a03,3569,5,False,False,False,2
8484,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4525488,bit_manipulation,rule_found,True,,96d16d1e845b96608243b07dbdcaa965e2e2b1a86e55f52d705d56a83925254d,4d55898e5294c442744dfcb0ea92e19063ab18dda0f87f5148288413357f8c4c,c456de16a6f69ff36aeae0b907339676f0d7afec6faf0bdfd170e3bc7097e7df,8642,5,False,False,False,0
8485,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e45a4109,text_encryption,rule_found,False,non_target_family,d1605dc7781112a5dea11883c916912fdc6ce8a64412896ea50fc53d7f90f244,4693cacd9603239d6028e293da75d61d0e6da3944bffdcb33ae4521ddafb0575,3de2469e944daa8d017f55f2ead6a71f3a7d64cd9c3fb1d9e4ae20a51b077dd3,3007,5,False,False,False,0
8486,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e477385c,numeral_system,rule_found,False,non_target_family;reference_id_overlap;reference_13gram_overlap,a18dd708504da6d0d03dddb57635acc996d1c10003f455d0f4868f3ac6c8b7d8,535fdbaa79cacc2f73dc8204f1aa1db0cf0e3843ae5f554ccc9171d2f305b898,057d798d37ea6638206bf40b96d23696d820eddbe9d8d22a9be45b3003494413,276,4,True,False,False,28
8487,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4835530,bit_manipulation,rule_found,True,,e19a1e711e9983b123035091217e99023373e67dde1f53b93cf3310b16d47414,d6f2406d99fbe6c6639f41fd884345afef3bdaf7c5436edd953e45ab0f0d28ae,3ffa12d4922e07464e5f60342a2411bc52e1f13473ac405dd7027abe02a7544f,8650,5,False,False,False,0
8488,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e483e127,equation_transform,hypothesis_formed,True,,9417b32d8d666dbf290a5652c94899d6f20b9b3d8476d0429e25c833f2095c15,6052313a5912cd0cf13c16a86e71878598434a5104603e50706d6565b14533a4,2a8e503f879785e1909379224787468c982ac57ac07af5992704cf515d13a02a,1140,5,False,False,False,0
8489,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e48bc40f,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,e358b76fc85f8f729700d3697eda020d881deb591f787133bebe1abec5ac1e36,430a0011c137ccd595edfc4a88dff98694cf067d8910c17ac149cc7f53ce4799,4b7accdcf4f073a5bf0bbb1c7b6dd8eeedf5001870427a96f4e7373dcacdf95b,3090,5,False,False,False,17
8490,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e495b8e7,bit_manipulation,rule_found,True,,5d52240eebd2238b92a608782a51b0a2817e8f532a75313898ff61c39a59d09d,4d9a74b554fc903e77a4161e851a37806c2930b31b4539054db42af8b240dcaf,ab7e39407edc0688ef2f6cb5d3fee0888d432a719b7a25ad9c8f4f33b3af3767,8235,5,False,False,False,0
8491,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4ac1777,text_encryption,rule_found,False,non_target_family,081e8cf127664f1526a0b08a63a337328f4e3f1dcb68d1272af296b0e212ffd3,0eb1b35ccf93462cb51c64f67698546ab10fdc5a22d90c6d502141ad26df2fea,2a0a6b0c69ac61a6a55f8b37140fee54b58f3c6368fd561d67458eb9f6030341,3761,5,False,False,False,0
8492,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4aeed67,equation_transform,rule_unknown,False,status_not_allowed,b3c3462ae18ae7e0488f319d6627cfcacb82648aea90f34580f25c4d75d68ce7,f0a2919037c988a4346961d73a04b38d0957c3ff76da78a855a7634c77393479,40c249903c3776cce8059f16e05d053b97c71b00fc4bb483c41677bfa36114c7,1350,4,False,False,False,0
8493,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4af1185,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,9e47eaef34f3f6734c4b1c15ecff07e427a38e3ed9dd00b197db25ac8577ea1a,7be78abeef581f0fee7a78b16f144b1d4b890e205068d97cf641ebdcb2621a97,0cdfc1fceb57b305c234793b88106740421ed09caaf68c9a33bdbec021880196,316,4,False,False,False,4
8494,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4b61718,text_encryption,rule_found,False,non_target_family,c1130006dd6e8e45cd3defd6a64f633a0039eec082dd0bc0fe239be19cac068d,5bd5361a9faf2d3dfd58bc10d6f4d5ee4d045c1b8058272e70c09aa105b897e6,f9f6ce03fac3e91691848adf46725c1fb8769cd1f5b0826fdb2dba24023b3224,9112,5,False,False,False,0
8495,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4b6ce82,equation_transform,rule_found,True,,6b89db8b26b0abf86188dc2fb91e42e7ef969e664e92d549b2d8bec6693d4df5,cd0bac6cef66f519e095d32eeb93aa356531a79ea84abf3e6bfb31540bdbf046,1aef227f83f30fde911a2619c76d9100424b9b8e1d37675c881e315b55f8845d,10526,5,False,False,False,0
8496,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4bfcaa9,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,b5341db93ee537c469a265b4f5c31bb1edfe19607709f62a9461937bf149dca2,1123ece3bd00907502862bf7f2e6a06dcea4df5250ac020b23704bb862ea2136,999e6db9df979483cca0db3a27cd7ce498c59295cfb675b816aedd6c535ad77c,4031,5,False,False,False,6
8497,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4c4c861,unit_conversion,rule_found,False,non_target_family,22dee820e8936358f02b18c1b84a8075c2ad7617fa62dbe29ed0fa1791328c71,3f86cbf948245947dd1d2ca1117c200aa7a4993065678d898cb7b75d65a859cd,b7d3d43455ef5c88a3d051b38681c3d643b3515f9eb852ee369ba511bc10976f,3802,5,False,False,False,0
8498,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4c7709f,text_encryption,rule_found,False,non_target_family,08fc6b0413a4bfb4f613069ad8cc4603b69a08250cd03e7a12d0afc7dce908ca,e59ad74ce7aefc8505c73139aaea8c260151a85106e51c37b950f56ec1f063a6,e468444a1a1f22cd27b3dd10051db09bfedb22f6bffe49747adad847c6873bf1,3983,5,False,False,False,0
8499,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4ca4f9e,equation_transform,rule_unknown,False,status_not_allowed,a3b165576cdbbd514d6e7ccfd14ea1ab303ef5c8d0e6e4d625e2ac3f186a05c5,ddf53f9e7b04eba6467bfc4315765308a2d96c7a1c783ac18430cbc395a0de29,3ef17dc8c4045a1759a7bb22c575915c50068c555a9d20a4521063d886a5681a,1592,3,False,False,False,0
8500,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4cc7639,equation_transform,rule_unknown,False,status_not_allowed;reference_id_overlap;reference_13gram_overlap,e44a489fb6d45cea99951d41e8ff93e91a6c620cba7ae2b819896ce97314b7f2,b274b01eb5e7d70665ad2bb31b97844fcd7357932c5e411064d921110548ef1c,713fe1453b1582b224cf5176508d45d5d90cbce9b6db2401b8d5060b16775f74,11312,5,True,False,False,34
8501,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4e1cd56,text_encryption,rule_found,False,non_target_family,8dee49e418d4f74e1c546d95ec0b09c124addf2842ac8b3e19aa6ee5f16e102b,7bd3cf0a0886ef354d5ff3118c381dc01fa36693c9d9b047f8c25e8aed7dbb9b,bf918ed0f15073f5bf18f50ee9c3f488b784c6ca3370b698b488a0f1796ee7f1,3548,5,False,False,False,0
8502,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4e7833b,gravity_constant,rule_found,False,non_target_family,c684f3c30d4447a5cde0b8267b1e1df4aa6299f4147cac476fb3f98451a1403f,c9a1c971238684636796d8981365f6bff45b110d32836acbebd7cfe51df501c8,a71e1b91ee9759c1a5216730a339335c123bec4ba051c401850858140bfca460,3517,5,False,False,False,0
8503,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4ea8dbc,bit_manipulation,rule_found,True,,6a32e6946b2aff3e881a12cc4ef2d6718dc781c4cf19bccb402b2f0a4f3208c7,4d13df120ba8ae607dbf42378ef687b12c254db86cbf7cbf71d5c12f08b6f06d,5ea8e28b420c08a6bef249e47f458dd635e8eea7cf5b8e464a87368bf7eb376f,8900,5,False,False,False,0
8504,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4ebb7e9,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,a9c184e37a274fffb315ece42828d07e2b58bee67a464df8946d9f7d3e00008b,c9d2eaafb6fd560c91957e98acdc00489209547902b3ede01934789c7e30ba15,1b1ccd500e2f9bb10ce61cfa77e5e2c081a673f8d449a0d693effe5181a188db,5990,5,False,False,False,2
8505,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4ebe7ed,gravity_constant,rule_found,False,non_target_family,77c47b524124592b40827d8458f9ef733db512ec5ca9a0cdd752995f4d3afb9c,44c4ecfa17000b97f735dde9e2790893dbb480d3b3f3de6c197d8c32f15f825a,095f43a0cf7a7e40110528bec99107b52756b84cf10350bf47683e5952c9f95b,2506,5,False,False,False,0
8506,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4f3a31c,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,eb0dfe3bbd697ea7f3f6873e5b7db3d88c60ea40c51fa8a9fade98e517fc6e68,122366e857318826b0d019443054bb91651efc5f3c1d6fbf16787c0b0c9a0933,6bffa2c07830e6118dadba8020d70970bd1e337a85a556bd7c1bba7be1ad99f0,3345,5,False,False,False,2
8507,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4fc442c,text_encryption,rule_found,False,non_target_family,37b6d2be18d1119452645c74a9a1dfeecf9306c6fc60ab835dd24fdc8b2ac96c,33ce0a55ea76706b4c67b8644c2151c47ed3dc8e498f47906039b097ff2c46ec,8abc848c4de784c07cb1dae1df91d63e04c584372c34abeb7f331d801b7264f7,2885,5,False,False,False,0
8508,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4fc9ec8,gravity_constant,rule_found,False,non_target_family;reference_id_overlap;reference_13gram_overlap,209d5066fcb9f8bd7e2a1a01818bb47a48cac652aefa7395e7857c8278532c37,a333220b2c6a2b566cc485e584905ea359e136af92de658c9a351a3867071ec8,b667ff30c59f8a8bb63f90c94a9dd0954ddca8412179e6dcd40dbe1932cc752c,3479,5,True,False,False,71
8509,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4fce54d,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,299cb183d396d633fb3edd396675e6681b5dc518ef383dedc47f56f8ab55b263,ca98579afac822275d2fa3f812fe86fef45f52c79085b25f526bc660978e8506,102a4611198afafc8173ba1078deb5483a0c37b8826321742214b1a506ca1345,378,4,False,False,False,4
8510,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e4ff7676,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,4c979602643c416dbf411fc57456d8c4db429da35c7f52a3e0f974d7f2f94531,003dc9d87192f6051aff57add11ee5d20bdc6ef953571ab9ceef2b9b4defda87,5ff34ae260f9030ef5354834ec7249d62ca8141a3357eb90c8e47be6e4b8f721,4077,5,False,False,False,4
8511,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e50b2f36,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,f9b94699cb98913598b54a5ace777169a1b8d9a92686c650be309b5a0b8a2a22,84a5e98bfc250435290ee658dfca3ed38be287ea92d5d080fea42861fd9b597c,3133f501aeca04d84d5b57ca7ee8711f85b77572c9ff6e0245ade2c0856e983b,3572,5,False,False,False,17
8512,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e513f990,text_encryption,rule_found,False,non_target_family;reference_id_overlap;reference_13gram_overlap,ea0c2fb05eb9dbfdf5d560728d6138c29ad9c803fb86ec4716f02459a8cd55e3,43c73bfbfa6195dae44a176af266b6ec289a704ddc8f1145ebf31c52af6770b0,75202bf60f17fb31c77284c358a9699679aaf09d27721ad2672540786c9cb2da,2950,5,True,False,False,43
8513,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e51410da,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,d5a3168d26788ae907da2a5f7fef9ea2bca7c5bbb00c3627528f0a8dc67da02e,5443e0c28eabfeb3a2280a22d7d7d95c354e061f93ae7b4d03d8354383e5f8e4,ad6463215963dec1cade4b59b55f8927bf5c3b69717012e4331e8fc34d22309b,381,4,False,False,False,4
8514,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e518256e,equation_transform,rule_found,False,reference_id_overlap;reference_13gram_overlap,33268da40ccb83fb853564b46f90a6be4d87c81660d24049ca2ac9da7cfa7500,2b5f71d235f3f2520484b0363ae11bb7f1233f447143b7544c9af8e0d3318a11,a56c217a67f7a529b392436450d26ecb301aff8904ffca9ab6f08141d54523c8,10450,5,True,False,False,25
8515,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e51f5899,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,b115c72c2247562bb30de24e5ff7e62fe0f7dafbdbd21792310f8edc196634ba,672dd27fffd09b35f0623aa38916d99cdfd3fc9bb260afec078e6fda729fdb6b,8dfb6b7b49d2959e7a9c2291200edf11c5c6d538cc704d23329b17f8039a1141,287,4,False,False,False,4
8516,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e526fae1,text_encryption,rule_found,False,non_target_family,c5ad6d748ebf0ea02e8f40509246767a8d481610f1a5307bedb622ec4863d27d,77ebe61e804efdf184784eeade845d247a64c656a812e7536ec543244c105b55,59e3cd968bebca17f67cc46c003108ac0ad997347dcbdd038cb9948a8301882e,7282,5,False,False,False,0
8517,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e52fb8bd,bit_manipulation,rule_found,True,,e2fc8abc38ad2916cd1938668f3f5ecceda398b0cdedac1c103ca9eee505dc9a,7abb6b8cd4c25e911e4e65fb0a40abd500220139eb934b99610eb31c74b9d460,6f370f2bd32fbf37e2b47dbac0e1d94c659c814d4eb0e4cec326fb009e2721e4,8938,5,False,False,False,0
8518,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e5318535,numeral_system,rule_found,False,non_target_family,45e3a48c942853f856bb7e94155937d7f09fcb36ac5b656eec5c33e60bf87b09,de1a22fc2d2b92a3d4177d823f6c54f6e2d9bdc6d1657d600a1b4ed57a478092,e8d00c1ba84e2827277e0205fe44f798bddde828263e2784a5d79e52a615ef9d,287,4,False,False,False,0
8519,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e553bd78,bit_manipulation,rule_found,True,,f70df3f80ee72d3359c219bf1b5e579b8571843233be6f8d175988becded5b12,25ba85a99330e2b4c0d813c56d0778a5ab1d15bb82d32c872bee73f4346a3c84,7bd2d09c8fb12af30afe53dd91b89cb81abea4b724e1408a5232450824fbc9cf,9460,5,False,False,False,0
8520,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e555400c,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,241dd6d19d257125cee7bd22109b8e6e30220a24565ba134640fee40981cbd60,313e104999aeba18c8842a00136ababb3f47918144b2eed9df98c4c789d6613d,15e709b8a8feb0eefaa67f389afc433b3afcd2de1ee015ca116b9a605761c714,3680,5,False,False,False,15
8521,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e55d1044,bit_manipulation,rule_found,True,,a9ba990a5f56c4373b28768e663348bceb1eb970e77c098015d8bb8fc1414521,a2e2bacf63b2a3eb5b3f97ef1228803a0198b91c6f3dea72d1392843d0f1ca10,e6246ec3bf092f691662d432dbf7f45560e6b4f12ec07ee5bf9da6d21ed6afd1,9130,5,False,False,False,0
8522,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e55f610f,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,39f89fce3a60e194a6213a408ea96f1756ee1432067a1f3411b2ca08f9af9908,7226311623c2658d9e6d64d34a48219cbfb9a91f1a7741fedb1075502d41af53,5a014227ef831a96c8982241665d4b1d9ec96040328067da4ca28d5f164139a1,2775,5,False,False,False,2
8523,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e55fd0b8,text_encryption,rule_found,False,non_target_family,a32541f154815a687265bb981f18021671a28c67e9a942063b325b91b9a828f8,e0485dd09e0825c4b49ee3603056884b3fe85d5982d06c3ef0cd85b8ea2135c9,3ecb7a8c8592dd8762396dac543de4cc9dfa5ed3c95a0bbc80f69c3e8b9fd0e3,6236,5,False,False,False,0
8524,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e560f574,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,050cbfdb7c1540146a3c72c876e79a00170c351efcfd5ce27d4b5cb191463dbf,43d2cb58e97cd5d36c99b132a9e09ccab70ec42666825f343d7b69a315a33e34,a72f0fdb17d46faf62efc59ae79a5ec0cbd90e146100887c12f04d9dd5436e49,4355,5,False,False,False,2
8525,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e563e1b3,numeral_system,rule_found,False,non_target_family,1cfa5ce6e500867458c3ae8ba5d6d365df35b6a42f3edf32385dcf5dd85c603a,ed9eed547d5765d04ac62b22b6838bd8b6da48ddcaf519baa8091ffa9cb1869d,30dc2b640614769daaf65765a0663640e2819c5af9e8699826c3ee139de7df63,381,4,False,False,False,0
8526,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e56546cc,text_encryption,rule_found,False,non_target_family,d7ecd6955a15c85e32532394b357abafe6376f8ee0909032971c16c514663bec,859e74c8349c961f326760574d5df5007fb17219aafe436ea03fef24562b263b,b0b982567526f80511fb58f17c9a28e9b1dcf5de55be4e4d0a1adc7ef2315f0c,6877,5,False,False,False,0
8527,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e568d07b,bit_manipulation,rule_found,False,reference_13gram_overlap,728e6c63f49d570af9fe266b2b2fa6aa8e67b6f7bae9f216e883924509df362e,ed7df6c377d9e08edbbef2fdc146e3de3ae72f89599c4add22941358865cf22a,6e5229354a308dd571cfddec3d59525e3c8a735ce1231bcee13d55d745d99f6b,9165,5,False,False,False,3
8528,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e5695d36,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,472334abbb1c5c22e1e56b6b10a3533665a9c3dac8cc0a2e5c8c43c41226091d,5eb5390be1d3940884a4b2c504210a90bc12f66eeed734527e94945499d72046,33a32513877575659fc8574cb9dc8185bccdf0a1c6e4bbc44f1bfbf616c2211f,252,4,False,False,False,4
8529,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e56e24d1,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,95dcfa400c2a7d8d6eb1b3f8928ccd5638fff7ad00c7b02c77a2c12b66d8f24a,8c6de14ef270f5e7aa78cc3aa5a363a06260c3d18c06e4070638e3a3229b9eed,9aea2937dbc98c6203c945a7b1b7b1d78d880011ced2d897fdd23a21afab9150,381,4,False,False,False,4
8530,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e582df31,equation_transform,rule_unknown,False,status_not_allowed;reference_id_overlap;reference_13gram_overlap,a030dbff725e53fe2ccfc245dc3f250da8a44cc15b3674f758614db544e8a5c7,1c6b8136c4ed6cc74a9058fb1cfab364ef110c2fa1ac54c2f7321b750b0ae8db,5de247020a493f7ace276e944887b6fcd91d3e2e70cee5f5ee1b933842aff846,1138,5,True,False,False,37
8531,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e585410a,equation_transform,rule_found,True,,5b3a8ed1747033aeac59891f71798a1216221fd7825eef0fef6c14eef86446b4,fa0d7a70b5c32c1c860fcef1515baa71e982ef29a07d6b862d7dcb5dc871bfaf,285d1396b01fd580c6173ff14b542011d5aae0717d9ebed8798b06139dd47b5c,1307,5,False,False,False,0
8532,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e58759c0,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,72bc762d9447e05410a6224813a57af493d875af25674a7d762ae7fe99b99e2b,528c0afa92464f0223938650380e04daa581252b49601543309445b94469b9dd,d76871b16b778bff337135da94cb2bd2ea78df05f9889ffb4ca3b0bbb0579953,3609,5,False,False,False,17
8533,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e5956ffa,equation_transform,rule_found,True,,69c8776c48801732d2fbd6eac4fc0da03b95a73e7f918949f11c10fc6c69a078,b71f4c5e19149b9c8705c9b4d1f02bd583add59be1d97029ba90a44e14437d04,014b82289b372ec0d06b06bc63f76061af13845594e90580e487d91f767c496c,10276,5,False,False,False,0
8534,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e598c0ba,numeral_system,rule_found,False,non_target_family,c05b34945527a1e4706117a8972b3ae93cae279bc27dafb814c2054be72bb210,d4692fbcdb9ee0e9f6f7aa2c5b9520a0023b6cf08d052bf7f6e67b05665e11f9,404e02c733c24698b32879167765efd5fc175426a70c680156b825caddd118bb,352,4,False,False,False,0
8535,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e5a54a53,text_encryption,rule_found,False,non_target_family,7077c65e621d7d13e6a1b5f1656223242aa89bfc61d7d02d34d33ecaa108f054,1ce748afe8a38e70d4b5539582de4fc3c4ddcd79d0accd7ddaec727956e42b94,ceaea96b16a15658a83cd8aafb7ae8202c09c00727a42929fe8232950f6b90ff,8984,5,False,False,False,0
8536,C:\Users\davis\Downloads\sft_reconstructed.jsonl,e5a5fdef,bit_manipulation,hypothesis_formed,True,,3ad3c3b13c23e77748143e94c0c76170f3f14c5be3c9721eb0666b5652d3be8f,b88e08041808a64eeb3ea68ab4db1bfcddc6183207cec6132e682685f3bba69e,87660787a294d01c8a233c9a10ade99fc5196fd2b718e4f72bbdfdd35eac0ee4,8846,5,False,False,False,0
