uuid,source_dataset,kg1_relevance,status,expected,prediction,proof,question_sha256
0f1cd72b-24dd-4d91-97da-42c81de249b0,circuit_logic,bit_manipulation,unsupported,0,,no local verifier for source,f1f7e6ad9fcbe307a4a616ce774f2781bee26eb2c27f4f872ca292f729d8dc95
06330fa7-f440-4008-9c73-71556eabb206,binary_alternation,bit_manipulation,verified_match,-1,-1,binary alternation swaps,1aecccaa6a619144486b4cb124c0338f106fb1519c6a170e3397f313de8d393b
b37423fd-fe56-4a7e-8743-f234a2472124,simple_equations,equation_transform,verified_match,50,50,linear equation by finite difference,c43979e2d23c7e9bcfaac0ca4aeee68f15a352ac17235537be688cb69c789692
86abbc96-91dd-4202-b699-76ee4feafa88,base_conversion,numeral_or_bit_support,verified_match,240,240,base conversion parser,2f8b24125c99d37e7ae6e25b3d8c555cb4d9849ace4938bbe6e5be63567f263b
c157c884-db3c-4faa-9cda-2404fb2d1d7b,polynomial_multiplication,equation_transform,unsupported,-27132*z**6 + 47880*z**4 + 15162*z**3,,no local verifier for source,b492133e1db445c1dcc3335ec0f4936d8f07fef3bfb674cad31365f19dc1af31
d13be45c-41a7-408c-a66e-ca8a4e9ad716,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,fa80a2151fd66a84d27e44150edf65c2f19e5ca65515420f8f5854f325ba8a0d
eac889dc-d307-4e21-afee-cda1f561a0a4,count_bits,bit_manipulation,verified_match,16,16,binary popcount,08109916800fea1d3f74511a329b15918f8047a47cef58ab43232ef16d8e199b
5c1ec8ab-b5a9-44a4-ad74-c99415cfd8aa,cryptarithm,equation_transform,verified_match,"A=6,E=2,F=4,I=9,K=7,O=8,Q=1,R=5,S=3,X=0","A=6,E=2,F=4,I=9,K=7,O=8,Q=1,R=5,S=3,X=0",provided mapping verifier,890cf8a01dc16189ca93ecf79187d093dc5c3beba56ea6501245e9ff1690f94e
16a884c7-6252-4841-aa91-572c8129144f,base_conversion,numeral_or_bit_support,verified_match,1020112,1020112,base conversion parser,af4cd26fa9210c8cf8f6459b625cf67c0a2c9f0bd5ec422366ac441fae2f1e07
6ed3342a-1e27-49d4-87f2-8d25177bdf39,bitwise_arithmetic,bit_manipulation,verified_match,0x42b5,0x42b5,safe integer AST,42fa54ecf45b14e084f214d23203db1972b5f065c414971923a7b1a15567b651
0d93c970-07cc-4c84-881d-e56e653ee1ae,number_format,numeral_or_bit_support,verified_match,161541600.081,161541600.081,numeric candidate comparison,a54d27d6227a9ee58fd743b7118120ec0275556695463d3d5b925bef3851155a
b3d32575-87f3-41e3-a68d-8e26f44e3c8e,binary_alternation,bit_manipulation,verified_match,6,6,binary alternation swaps,f40b2df4bea8382ce4cb776cc27abdda4ac3b0c98a4b962f8ead5d7ebe733ae8
c1f6eb04-65ea-4cd0-82e3-1b197635b220,binary_alternation,bit_manipulation,verified_match,3,3,binary alternation swaps,62ad2badd07f4e2f07b9c0012efd3db64242c93d8e5529e6bc558354eff623d9
1002ae58-1193-421d-bbcc-29a5615ecaec,binary_alternation,bit_manipulation,verified_match,2,2,binary alternation swaps,136394779ed6afa8132b181c943017c4e4dac115dffc94d25e62b280602d335e
1a2dec0b-3873-4b71-9b36-565cfd5dec8d,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,22d5d529dcc633c1619fb924be580a66a19e5946be04de25b17328b1b709ad08
bb41278b-e4c3-4440-8aff-857b0793fb9c,number_format,numeral_or_bit_support,verified_match,322791286.83599997,322791286.836,numeric candidate comparison,87a3d7e916aa90a1c6594012a13ef2a6b5836d7d270ef6b9bdc010c2bda77426
938a638e-8704-4351-8e2a-bd1d76aabeb6,cryptarithm,equation_transform,verified_match,"C=6,D=1,F=4,K=5,R=7,S=9,W=2,X=0,Y=3","C=6,D=1,F=4,K=5,R=7,S=9,W=2,X=0,Y=3",provided mapping verifier,bc7a3ac728b53e70d8b4464e9d62b1d01276def3db565294f056678b4b11818b
09c21db2-469c-4cb4-8c56-017dd5906738,base_conversion,numeral_or_bit_support,verified_match,302,302,base conversion parser,6737450f4f594b5b667d6cf40403f451f90a9b2cc8e2863f42aadb76daba7086
80f736c2-5f34-4c10-9061-ee105fc56e64,simple_equations,equation_transform,verified_match,1,1,linear equation by finite difference,fe1762af36efb7b302e467b749eb64fa5be55267b7d097a32837ad2814e5e1d7
d740aed2-1395-42ef-b3b5-4dc2d113865f,simple_equations,equation_transform,verified_match,83,83,linear equation by finite difference,bf1d8aad481639ced660eb815fd2b60e34d3caec843f0e80b218a59be3bcb432
f566402a-291d-4173-8347-ab7e0846843d,polynomial_multiplication,equation_transform,unsupported,-306432*x**6 - 58176*x**5 + 20160*x**4,,no local verifier for source,09c7dd6e62126878c02680ef80d26b7fe1b48d32b7e311a14389a6846a3fb5a0
88bf83fd-8a28-422e-8993-150c5afe4e64,count_bits,bit_manipulation,verified_match,14,14,binary popcount,e9dba6add924525b42b9ee3f7f8e0c509fd24c0e45c7581e5b2e48ddbd33d047
61f413cd-45f6-401f-9e9c-4740694cd9be,cryptarithm,equation_transform,verified_match,"C=4,D=5,H=9,L=6,M=0,R=8,W=7,X=1","C=4,D=5,H=9,L=6,M=0,R=8,W=7,X=1",provided mapping verifier,bea4df070fb82718f6b49afaf60dfbd6ab28861e8d52fe62a38400a3d61e6bfa
55d5b213-6238-4810-b231-62e59313c097,simple_equations,equation_transform,verified_match,92,92,linear equation by finite difference,febde7db425af7e3b1ea797e3696b28294e5ad0a08d9ed8c99ed4302a7ce3a10
d82907ee-7ba8-4245-82d0-e935aca79710,bitwise_arithmetic,bit_manipulation,verified_match,0x6f00348,0x6f00348,safe integer AST,123f385460788e4bc9902673357c71dd7f2face3f2b2481c8d095d172b726ba2
419a9416-dccc-4776-bd0b-bbd2d53050b9,base_conversion,numeral_or_bit_support,verified_match,372,372,base conversion parser,7a3c9d4ebe96b509b7c2804de7797237c108176c3136a975df3b93af4c3eb04c
cebab684-e60b-45db-aa57-21fecfb6e942,cryptarithm,equation_transform,verified_match,"A=2,B=9,E=8,K=0,L=6,M=4,O=5,R=7,Y=1,Z=3","A=2,B=9,E=8,K=0,L=6,M=4,O=5,R=7,Y=1,Z=3",provided mapping verifier,8c399da99daed9129868dc9b0b9c98ec96974511393424d51d3f07e29ed9b593
ce5bf7c8-3d28-42cf-8b9a-131b2c1bd08e,simple_equations,equation_transform,verified_match,47,47,linear equation by finite difference,b1bc81658a4a94f3f575aa46c2f0c4a254ef9f12726d1de00f5f00bb9d210b6f
63984322-6308-4148-b8a7-7054781504f2,count_bits,bit_manipulation,verified_match,20,20,binary popcount,185b3e7f3c6722e3b9b8c1b85caa158c5011bd12cc736f64c83bae917fa3d39a
146a9911-1838-44fd-9170-c52805e7b952,count_bits,bit_manipulation,verified_match,8,8,binary popcount,fd40245c6a2b3fb98f0b900011704e6006a59d322fe5d21438448f9196c0dbd8
682622ed-e8e5-49bf-9692-dead26eb5c22,polynomial_multiplication,equation_transform,unsupported,-4410*x**5 - 2772*x**4 - 1155*x**3 - 726*x**2,,no local verifier for source,93c3c9655e1becd6d351db5f7354ebd6bc5b72a5991efacf88a40d1d0023a5d4
2f8447fd-9e74-4942-9eda-4d03f1948c63,number_format,numeral_or_bit_support,verified_match,524700396.044,524700396.044,numeric candidate comparison,b88218b97e663ee28a1532540156d4b5954f891ac00ac4fe21a060f85bf2977b
6c818c4a-b398-40ee-9b36-86b96792cf49,cryptarithm,equation_transform,verified_match,"C=1,G=7,H=4,L=8,O=0,U=2,V=6","C=1,G=7,H=4,L=8,O=0,U=2,V=6",provided mapping verifier,98577b0c6a4ea3a6793b1152c14e1024f39bce86bd8b2e9f66e5adb6f25fa7b1
8d7dbf10-3d0f-4aba-b7f6-d76e08964b8d,circuit_logic,bit_manipulation,unsupported,0,,no local verifier for source,f52b22b71a3732babd6470a719380a51b74d157129cd566f77a91ec038819db6
c9b35563-30c2-47f4-8483-8a3cec737135,polynomial_multiplication,equation_transform,unsupported,874*x**6 + 2850*x**5 + 1400*x**3 + 3450*x**2 + 414,,no local verifier for source,ed30b72a4ef6d146cb6dab3c040abb27283aa13a3cf0fbdb668392733044bc43
ed161ad2-4204-4c4d-bf37-5a38fdcc1be3,polynomial_multiplication,equation_transform,unsupported,4914*y**6 - 648*y**5 - 4023*y**4 - 4772*y**3 + 1455*y**2 + 1624*y,,no local verifier for source,7adeb175a938f016b8d940560078e301d179d6ba51f809467b4ce78234eb4e9d
da871faa-a581-4a67-a910-0c887f777a99,simple_equations,equation_transform,verified_match,72,72,linear equation by finite difference,b6a05d4513d66adbb5a079217437c1c642b5f30261790e10b2ddb0949d3affb7
4dd306d8-3a70-45d1-9401-aeb502281c94,simple_equations,equation_transform,verified_match,34,34,linear equation by finite difference,bcd8fa606dfb8b7fa432f318ac39429f1eae708a3c308ddc7466f4ac09d17bf3
ff9e44ce-f9ba-4aa1-8bf0-af48b9cf3b8b,number_format,numeral_or_bit_support,verified_match,259188791.796,259188791.796,numeric candidate comparison,5014058974ce373ce771e21a5a2854853d2b1ed778ba11d88d4dad13f8e32219
869012d0-b8f4-4248-a559-da209f44d3c6,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,8d14dc83431b2b8df40533087c024830a39253652bb42af8fb3a4445738d8ba1
45595276-4cd4-459b-81cb-fb63aa6dc980,count_bits,bit_manipulation,verified_match,17,17,binary popcount,70054a7722528d95d4e86698aefca0daedee4e42d9ad609f176ade85ebf4283c
50b19df3-17fc-499f-b2c2-ac5fa19863bf,simple_equations,equation_transform,verified_match,94,94,linear equation by finite difference,0d8699c12466701e23a97546d2a084c18017cb580b3115647f087d1de54841b8
085cdebd-0b00-44f1-b543-02de9417e7e3,count_bits,bit_manipulation,verified_match,14,14,binary popcount,d8301e3a16c40218e4c883cdc395e04b59b5ac6d5d37da9b9fbd014b64f8a4b6
cef307bc-2cc1-40dc-831a-dea2afd1af52,bitwise_arithmetic,bit_manipulation,verified_match,0x26048460ff0,0x26048460ff0,safe integer AST,c5045a6073206d3a3e05d29124331dc26a0fe8824c828d965b4021e705eb89b6
2cea8be4-83a8-421f-8102-bae0510a6063,polynomial_multiplication,equation_transform,unsupported,-2244*x**5 - 3400*x**4 - 924*x**3 - 1400*x**2,,no local verifier for source,3c1e5425b0f0fdc3bd58926e6ac39ad45b517b49eee78cddb1d98dc436ee7a01
2abce687-daa5-4f76-8934-652a472f80de,count_bits,bit_manipulation,verified_match,19,19,binary popcount,db85b0afb1f4cdd7b26a0af57e4bd415380e797a52c7cab6ffcf43e6232cb7b5
f800f72e-b7f8-4313-8035-b2282d57eb4d,binary_alternation,bit_manipulation,verified_match,6,6,binary alternation swaps,b986b219c839eaba68104b298d35ae6dc3985a4948b1fe39c66eb420fce05d61
86e33573-6b49-48ae-995b-b01f5df88f44,cryptarithm,equation_transform,verified_match,"C=8,F=1,I=2,J=7,Q=5,T=4,V=6,Y=0","C=8,F=1,I=2,J=7,Q=5,T=4,V=6,Y=0",provided mapping verifier,4f0fc1e43f12726622540b35ffe08a3d9e489d0680da5a37a2bd6e30effb6a0a
6a4345a3-aa97-4062-b3a2-94dea34a01a0,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,ffe69ecab24d485b443f3b76cb04ef8fb9b6b99f847e320504543b0eaffd30bf
38f46b95-13ea-487f-80b7-80fce862399f,count_bits,bit_manipulation,verified_match,18,18,binary popcount,64845770ebf628db6a8820bd0fd725684fe1bd7cdd8702d9e95a274040e4018c
a42af41b-801f-460f-9e0a-1f6cdfb8be5f,count_bits,bit_manipulation,verified_match,16,16,binary popcount,8a7fd278e188b44bfd81d7e9dc956e35e7d93edb623b65b06b1da9e71dfb6f6d
ecf39e7a-9aee-458b-ba48-8b02528a59cc,number_format,numeral_or_bit_support,verified_match,986423926.3770001,986423926.3770001,numeric candidate comparison,7c8fa5d729d4bbd513f1dee94f36f7bae17d7e763883d526b21ecd0b1bf636ce
52ccb5d3-8a43-4b85-9376-a5c0760fa9e0,binary_alternation,bit_manipulation,verified_match,-1,-1,binary alternation swaps,895f4ddd812980b8ea7e88690b5b527d6c5efdf0208b6fbe7e1ce3ad912bd6c6
b4a48421-d498-4b48-901e-efaa3954b63f,polynomial_multiplication,equation_transform,unsupported,4335*y**5 - 4131*y**4 + 1809*y**3 - 4818*y**2,,no local verifier for source,31f80998136c0d34da2ab378602eb31f7cc7af82df2fa0581913a2da1cb91daf
007c7933-f541-4b92-bae2-f19fa72c57e0,binary_alternation,bit_manipulation,verified_match,-1,-1,binary alternation swaps,592d4c8c273403300866711cdfb5cfdc1257df11f101ff101fd13cc8850496ff
f54564fa-ab16-434a-9bec-d474adcf2a05,bitwise_arithmetic,bit_manipulation,verified_match,0x20e5c2cf,0x20e5c2cf,safe integer AST,e93e928e624c4ff4bdd2b91ceb59dc817eef536d4d0e1ec8f2bce9060cecf004
14f9a401-f3eb-466f-b18d-8ee35ad6bded,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,9c8612e60fd1d85caf1d18f01043e6e7bd51969fb735ebd54f88e96a2ad8f934
5155a03d-eb16-488f-9168-b2917f09500a,simple_equations,equation_transform,verified_match,55,55,linear equation by finite difference,7138d5c9bb393877e414bd3c5575ceff1beb30bc45a762d08e46cf3e0b534fe4
787e3af0-44e2-4216-a9ac-fef0d08aa12e,base_conversion,numeral_or_bit_support,verified_match,376,376,base conversion parser,4dc01a5120257f3c145e46e1f076836667743c7781d23f16549011b0d9976282
05830233-608d-4228-bf2d-6613516e587d,number_format,numeral_or_bit_support,verified_match,959240225.619,959240225.619000,numeric candidate comparison,c4047c63274f7e1d8edfbc00c103132ef77c2fd6233a5a2c165fa056ffc5255e
8c5810b9-d79a-4239-bb44-44e27783dec9,simple_equations,equation_transform,verified_match,21,21,linear equation by finite difference,f906aae3c8b6ccd1996ba0a1bfaedb66450ea48f4e4bbc96331b10e2b8635b58
12f44695-e2e1-40e6-82fe-f38a4cd1193a,bitwise_arithmetic,bit_manipulation,verified_match,0x51ae0,0x51ae0,safe integer AST,94a8ebb26581a5a543288d36e341f375512ddef21e0f7160118a478201119230
c579e6ec-539f-459d-b0bd-34f6ba193854,binary_alternation,bit_manipulation,verified_match,7,7,binary alternation swaps,3e2d24c14a43b63010bf3d6053d6a2adf8697b440c343f11679f0fed1d7fe9a5
5c2214eb-0162-4c16-b8f0-e346dba6dfc4,simple_equations,equation_transform,verified_match,79,79,linear equation by finite difference,acbe55e264b8aea2d3d2b903caff9cfef94c40e544883d13d85f621a6612d87f
4dc056b9-65c3-4861-b5ed-06b1f5112f30,polynomial_multiplication,equation_transform,unsupported,4312*y**8 - 18172*y**7 - 12068*y**6 + 22914*y**5 + 10860*y**4 + 385648*y**3 + 295246*y**2 - 92040*y,,no local verifier for source,44d4779016720999662bc8a2186b3d481a9670938e7a03167e910d9d7c17a0c2
d44389b4-45ab-4b7d-af8e-eafb0536c0e2,count_bits,bit_manipulation,verified_match,19,19,binary popcount,322c584d4135e5a8716a920e5f3ee4d9350114c8e925df6e982cc1d2469a5452
b0ce897e-6f42-4aa2-b788-1da826b1cdad,base_conversion,numeral_or_bit_support,verified_match,630,630,base conversion parser,87bdf326688b1ecc6a3ce5a1cf70fc594fc8a82d3e4111eeb0ab38f1259351ce
1586d94a-6f88-424b-8ff9-70f3ffc2ce2b,base_conversion,numeral_or_bit_support,verified_match,100,100,base conversion parser,8b72c91c7c16e2b10a806c03b75bb287bfbda0907781a004354648ac2299e693
0f9eb205-3cbe-401b-a01f-2b094e35bd11,cryptarithm,equation_transform,verified_match,"B=9,D=7,I=4,J=3,V=2,Z=6","B=9,D=7,I=4,J=3,V=2,Z=6",provided mapping verifier,f856ec350337dcb8951051e3f377b84f6fa38ba40fa1e20e4dabe0ad8174f082
254e41aa-981c-4ec6-8e66-865a31857c68,binary_alternation,bit_manipulation,verified_match,7,7,binary alternation swaps,1524a89a82f7df0868519aef608769d16e0caa419e93b3294a619c2bc060cde0
fb7c538e-3047-4b0c-8235-5f8ffa76db48,count_bits,bit_manipulation,verified_match,16,16,binary popcount,6f35530d9830f612135f1ffd4afdff19459f00bd6bc763948425238a5675f598
73a5146a-0d50-4569-8f47-ff24231475d0,bitwise_arithmetic,bit_manipulation,verified_match,0x98ff07cb,0x98ff07cb,safe integer AST,6d4d60fbb496598c15753bd0095fff924fdde3344eb54d548f52d4dc332080cb
dbe96011-793a-4279-9b0f-cd5cf5c46fe8,bitwise_arithmetic,bit_manipulation,verified_match,0x8a2a0,0x8a2a0,safe integer AST,99bb623183568b1d605442610d41b0483813d59705c2a2cc739161c38e07c9e7
c452d69c-4ef0-46fd-a40a-41f518553168,base_conversion,numeral_or_bit_support,verified_match,363,363,base conversion parser,d9c77907dc695164d760121934b12bc1271c3ecf60cf98aee9c1485b332a572a
d68e7d24-3426-4da8-9414-6fda34dce657,circuit_logic,bit_manipulation,unsupported,0,,no local verifier for source,8d3c2fac6bc648581b2ebcd3d77a610bf13838da6f388b857616c527a5f25dc1
d3c63940-c2c8-4318-af22-7dedd6453e98,simple_equations,equation_transform,verified_match,18,18,linear equation by finite difference,bdb9446b5fdd7e82030f4fb8bbdbe132446e60c8e1c5a6a64396ff370fb8b18b
057f2a59-c1f3-424b-a6a3-105c20279ee2,count_bits,bit_manipulation,verified_match,17,17,binary popcount,5929df967e963b29748794ddf1e0e35486139895659784e973e594411f7b26ed
3c311732-cba8-4cdc-9842-525933002b40,polynomial_multiplication,equation_transform,unsupported,1862*z**8 - 54264*z**7 + 402762*z**6 - 231258*z**5 + 117096*z**4 - 869118*z**3 + 490360*z**2,,no local verifier for source,5f9c7b1c089d9b1bca0b5b026c2c2a16f0948a60af7216bd72e0724ae4ac3e37
44c15d28-1a68-4062-9ef0-2fa240610022,circuit_logic,bit_manipulation,unsupported,0,,no local verifier for source,cfb3d2a0fa339d1301f5a7583e0b5b243bf52a6446b808572f1c75a00410811b
eef138db-f5b8-44a3-9d66-50f165da21ee,simple_equations,equation_transform,verified_match,88,88,linear equation by finite difference,d6517d5855d2ba9ddf1f8e5f6a427e371ca9c16009ecfe15511de45c55746839
fe0db5b4-a7aa-4df6-a7f9-5866af1ed0e6,cryptarithm,equation_transform,verified_match,"D=5,H=3,J=7,L=8,M=0,Q=4,T=1,W=6,Y=2","D=5,H=3,J=7,L=8,M=0,Q=4,T=1,W=6,Y=2",provided mapping verifier,87864c88787ba677902ad2eecfe45e94c69c20a9b9de2c5509d9ee844c2f475d
94774d1c-3534-42f8-9c18-8b037d191874,simple_equations,equation_transform,verified_match,81,81,linear equation by finite difference,1eb09f6552b6b9ece84ae704201c58cef257f6eefb5318a3f774f4aa89ea29dd
d4607976-e903-4260-88b7-e4ef0707c33b,bitwise_arithmetic,bit_manipulation,verified_match,0x43647da70,0x43647da70,safe integer AST,246282f8cfbfe5038c22272d912833a3a1527da87972e947d411fc126786d750
102bdebd-babf-4118-993d-e6aa0154bd19,polynomial_multiplication,equation_transform,unsupported,1040*z**7 + 1232*z**6 - 27040*z**5 - 41652*z**4 + 135699*z**3 + 349816*z**2 + 207977*z,,no local verifier for source,158d92e26cb4673218785fbffabd3e9533c1549072e340815927973e30f4fd0e
973935c7-996c-4a1f-98e5-3510c67ea41c,cryptarithm,equation_transform,verified_match,"H=1,L=8,M=6,P=0,Q=7,T=5,W=3","H=1,L=8,M=6,P=0,Q=7,T=5,W=3",provided mapping verifier,13cf7b3530b61cd3041ddbbfd1c6a82c68e75336de578de8003279ee014fdbc7
57e1e59d-39b9-466a-a9f7-3a272aeda9b4,simple_equations,equation_transform,verified_match,72,72,linear equation by finite difference,7afb1a6acc8e3631ffb26cd894ee28c6250af7cd730fba9d44125a5925ab2786
9f5bd6e8-9d59-4812-93c8-2bee3fb0afaf,count_bits,bit_manipulation,verified_match,15,15,binary popcount,8a46fda3d21c0154584537324dbdfbe1594d06efc818bbccdac7d7bf53f5abdb
2906d135-424f-43f1-b67d-fdf2be18be3e,number_format,numeral_or_bit_support,verified_match,570690918.273,570690918.273000,numeric candidate comparison,f4d9da7646b8d51c4d46d5f06357ef7d22965c4952dfd3adf9189a9f6c40b81d
1c499daa-3a25-40cc-ae50-71ff31f957e9,cryptarithm,equation_transform,verified_match,"C=6,J=5,K=7,N=8,P=3,S=2,V=9,Z=1","C=6,J=5,K=7,N=8,P=3,S=2,V=9,Z=1",provided mapping verifier,ff3b956b2c330caec94a23fbba54d7fcc671f0c29dc713a81f325f15fd59ab8e
ffc5e952-4c9f-4ef6-80eb-8177ddd9b5f5,count_bits,bit_manipulation,verified_match,19,19,binary popcount,3e9b980c5b29f31f66356bab9582f5c03dee81098789a95f862111384fa0c9c3
6c8ada91-91dd-4246-8d5a-83e3d942e5b7,polynomial_multiplication,equation_transform,unsupported,-585679*z**7 - 952510*z**6 + 258647*z**5 + 819250*z**4 + 148212*z**3 - 32680*z**2,,no local verifier for source,1f14f7cbde2b67f5e79347deec543e1d5f38c71acc848f48182afbde95ee1fb3
6c74235e-fe74-4f71-8c75-38bb0a2c3b4f,polynomial_multiplication,equation_transform,unsupported,-112056*x**9 + 228844*x**8 - 328132*x**7 + 442538*x**6 - 391885*x**5 + 458571*x**4 - 338140*x**3 + 160399*x**2 - 122960*x,,no local verifier for source,9421fa01c3dbb9a6a72f89285a67532e8e2f9b60439a10912d51d5e411924eb7
43dae0c8-e5bc-4e8b-8db2-80a67e986fa3,cryptarithm,equation_transform,verified_match,"C=8,D=0,E=4,F=6,H=9,T=5,U=2,Y=7","C=8,D=0,E=4,F=6,H=9,T=5,U=2,Y=7",provided mapping verifier,3a77ae2e578a79d1145edfe32a03f765391af01ce177012b7eddb2457e66c9cb
3b1d6d41-0871-42dc-8e15-c2ddd200b1cf,number_format,numeral_or_bit_support,verified_match,310750136.109,310750136.109,numeric candidate comparison,d4c56ea438527f2a508f7b546783d4f0b10f1db99294c3eeeed36c9989626f08
b66e45fe-e4d4-47db-b304-d8ab19d8d6eb,binary_alternation,bit_manipulation,verified_match,4,4,binary alternation swaps,c43be60f3a0a1db7585f3a120cbc3784bd31603a28244b27e6714f9b806e47da
5a519014-0b20-45a8-8781-cb4f80a60c31,count_bits,bit_manipulation,verified_match,16,16,binary popcount,1bf6e033f53389218f92483486492050011ec4a998482f0bef5ccc4a7df6cc31
470233ee-aca5-4347-b2b1-426568bdddab,base_conversion,numeral_or_bit_support,verified_match,2a6,2a6,base conversion parser,6e08c38abadb76c18a5940d570e9eb692ba8f7fdf6a55880b19e80ea792ef9c6
49cec6a0-5352-473b-81b0-d52112ee26d7,base_conversion,numeral_or_bit_support,verified_match,37,37,base conversion parser,37cb10801b3884586b8c4a004f39851be073614a904879d1542e624514c92238
dc3a64c7-c3d9-4fc8-b257-916b6bf911cd,binary_alternation,bit_manipulation,verified_match,-1,-1,binary alternation swaps,8b65ac2979dea31cb62c37148adbd7efe468fad1eef965f03d3cba95e937939d
87cb2c35-a7c1-4650-af41-86b4fb551047,count_bits,bit_manipulation,verified_match,14,14,binary popcount,31622b506ddb5cc3e97b6de0d0e7605e085e3ac6eaf60309cc6263812c239834
e2351bdd-fb48-4827-af28-80355d0bdc0f,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,872c1848feeefd6234a60bdd932bac3a285f9beae0c90b9a7fd4df556a7e68a4
adfdd1c0-7fee-4856-880f-849beaf316f5,count_bits,bit_manipulation,verified_match,13,13,binary popcount,3eb728064f4a4c103602f0489989ed6a8755d8cbe073c4a55c303bc4b5497041
7b36cd1b-b052-44a5-bde3-fe9e80782a54,base_conversion,numeral_or_bit_support,error,240,,ValueError('base conversion pattern not found'),e60002db0009e5cc8eeb1d66e9a31ea866e75a26e1b3f13395cfc3e79d8a50c2
35d36e01-1152-4b01-8e50-0e7633d364e9,polynomial_multiplication,equation_transform,unsupported,875976*z**8 - 545156*z**7 + 513244*z**6 - 162502*z**5 + 74360*z**4 + 4488*z**3,,no local verifier for source,474974faeae0ce1feab16c9526ca080828ff5a7814e9c1a33806aa176c4b28a3
ebcf3d61-d5c9-426d-ae58-a5cab8dfd82f,base_conversion,numeral_or_bit_support,verified_match,445,445,base conversion parser,1dfb6a4fc63c4c872dd61c3ecb147597b2e92464db10d5cd5823a24aaf5b1622
d304f28d-787c-4feb-9b9f-87be686782d6,binary_alternation,bit_manipulation,verified_match,-1,-1,binary alternation swaps,c11bcd2f4a01df533c866fe4c95b42910a8d95ba23ac62303293ab76a24a31bd
24db59cc-c61e-4d79-b9cc-ea3bf1464d61,polynomial_multiplication,equation_transform,unsupported,952*x**5 + 5083*x**4 + 4685*x**3 + 4213*x**2 + 1828*x - 2080,,no local verifier for source,0d37cb6d71acf22dab9b61a8542f6d1506fcebf7be9c89695fdeda537f889252
31750003-7d30-4d7a-b460-f17693b0aecf,number_format,numeral_or_bit_support,verified_match,308822090.46099997,308822090.461000,numeric candidate comparison,c4c558d54d36e656158eaba5c06fb2b4ac6ff8fee8fe99503c246ecb8f32e336
1131ec86-1f23-4871-8d53-d95d58072223,number_format,numeral_or_bit_support,verified_match,798039077.819,798039077.819,numeric candidate comparison,c6256aa738357054a0cbb4868c5521ae8bab508327ea78d864d2cac12860e465
8a273203-30f9-485e-a18d-e580f53a14e3,base_conversion,numeral_or_bit_support,verified_match,23302,23302,base conversion parser,ab6d3496a8d6b4bb6f2e4f1fa6ce5c40d8ab996b58250078a738ef8d6e6680eb
1638155e-6d15-414f-8066-8bcf11b3e9b4,polynomial_multiplication,equation_transform,unsupported,7918*z**6 - 1998*z**5 - 15943*z**4 + 4023*z**3,,no local verifier for source,75e50f826fe8faaadcb856c9176de811c89cc708a569db84436c010faa85ef84
99f0df71-803f-42ca-a3bc-c27aeb002e23,bitwise_arithmetic,bit_manipulation,verified_match,-0x9941055c,-0x9941055c,safe integer AST,b9631b8e6a1d4e10d945a67355500728ef1e8ee4b05b23774b2a48b415ddd512
0437ba89-fec2-42f6-8c94-01b007d3cf4c,number_format,numeral_or_bit_support,verified_match,847538883.767,847538883.767000,numeric candidate comparison,8a680dc99bb5d6f405840632a20dec09fc30a44300b5cf0a4583802ee6390046
be8489f0-7bc9-4175-bd22-d9d18de88220,circuit_logic,bit_manipulation,unsupported,0,,no local verifier for source,41c21cb2138acb5f09f52a39e4cacb186bb11654b2fec4d059884ddbd9ee3c48
d8b1f9ec-f36a-4b9b-b238-147d3e61aba0,simple_equations,equation_transform,verified_match,4,4,linear equation by finite difference,5441c2ca5b03e3455810e7f79f4245ec80af7593b103a0d93412ba4ea6714d99
c96b2e98-05c0-441e-9e7e-82f2ec7a41ee,number_format,numeral_or_bit_support,verified_match,704108107.867,704108107.867000,numeric candidate comparison,48a66564eb1b17620f1a3e6b9b14901042cae8ad219038d88fac5ceae320499c
b97850b8-20e2-4ede-9629-0fa7c9d8c62b,number_format,numeral_or_bit_support,verified_match,324951278.801,324951278.801000,numeric candidate comparison,0fa25ee2ba608c4dbab6f22f62d9072b1cf9367949cc0d249c05ecb4fbbfa2de
efe2f8dc-3e79-440e-8ab1-9df7ef2bfabc,base_conversion,numeral_or_bit_support,error,192,,ValueError('base conversion pattern not found'),d1f435cc5826ea7e0bd868f2490fa8a98848c0b9c4ac75726c18f4fa4ee9ca3e
a3d11dca-f5eb-4e02-93bc-17d21390e05c,count_bits,bit_manipulation,verified_match,17,17,binary popcount,fe90dfc70e29012277a550a788f9e53cba3e17d4fb95de2e9713b9a9a1112ad7
6abbbff8-5548-4a9a-8aa1-8458181c0a3a,binary_alternation,bit_manipulation,verified_match,5,5,binary alternation swaps,1c1803a264711b683a15fcee1d617fd070884822be13474f2cedd62681fd6a9d
830cf3fb-fe21-44a6-9d0f-cce8bd9681da,base_conversion,numeral_or_bit_support,verified_match,1201,1201,base conversion parser,e04338e774fc28b84fd8a43a0ddb3b62d845464acc46e4970920c5a0567c3249
