ref,score,bit_family,equation_family,bit_ops,equation_ops,solver,training,inference,safety,chars,path
quangnguyen711/baseline-ic-payt,8,0,0,2,0,0,0,0,0,8570,artifacts\v527_kaggle_code_audit\pulled_code\quangnguyen711__baseline-ic-payt
vampired/dataexplore,8,0,0,2,0,0,0,0,0,5361,artifacts\v527_kaggle_code_audit\pulled_code\vampired__dataexplore
annabee12/infer-vanilla-613m-s2,7,0,0,1,0,0,0,0,3,3278,artifacts\v527_kaggle_code_audit\pulled_code\annabee12__infer-vanilla-613m-s2
khoidang67/pretrain-staging-a,7,0,0,1,0,0,1,0,1,1950,artifacts\v527_kaggle_code_audit\pulled_code\khoidang67__pretrain-staging-a
khoidang67/pretrain-staging-a-v2,7,0,0,1,0,0,1,0,1,1950,artifacts\v527_kaggle_code_audit\pulled_code\khoidang67__pretrain-staging-a-v2
anhhkhoi/nvidia-nemotron-submission-demo,6,0,0,1,0,0,0,1,1,3874,artifacts\v527_kaggle_code_audit\pulled_code\anhhkhoi__nvidia-nemotron-submission-demo
backuppesol/prep-vectors-aya,6,0,0,1,0,0,0,0,2,6791,artifacts\v527_kaggle_code_audit\pulled_code\backuppesol__prep-vectors-aya
croftadams/nemotron-working-submission-test,6,0,0,1,0,0,1,0,0,2403,artifacts\v527_kaggle_code_audit\pulled_code\croftadams__nemotron-working-submission-test
huikang/nvidia-nemotron-all-linear,6,0,0,0,0,0,3,0,0,1411,artifacts\v527_kaggle_code_audit\pulled_code\huikang__nvidia-nemotron-all-linear
prena0808/nemotron-quick-submit-v1,6,0,0,0,0,0,3,0,0,1321,artifacts\v527_kaggle_code_audit\pulled_code\prena0808__nemotron-quick-submit-v1
rauffauzanrambe/nvidia-advances-pytorch-rnn-training-pipeline,6,0,0,1,0,0,1,0,0,8032,artifacts\v527_kaggle_code_audit\pulled_code\rauffauzanrambe__nvidia-advances-pytorch-rnn-training-pipeline
skripsipesolmokelar/prep-vectors-llama,6,0,0,1,0,0,0,0,2,6793,artifacts\v527_kaggle_code_audit\pulled_code\skripsipesolmokelar__prep-vectors-llama
adam017/notebook0e80a07ad1,5,0,0,1,0,0,0,0,1,10418,artifacts\v527_kaggle_code_audit\pulled_code\adam017__notebook0e80a07ad1
anng1112/pretrain-bench-pcc-mb12,5,0,0,1,0,0,0,0,1,1952,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__pretrain-bench-pcc-mb12
anng1112/pretrain-pcc-d2048-reason-seed1,5,0,0,1,0,0,0,0,1,1951,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__pretrain-pcc-d2048-reason-seed1
anng1112/pretrain-r10-vanilla-d1024-long-v2,5,0,0,1,0,0,0,0,1,1954,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__pretrain-r10-vanilla-d1024-long-v2
anng1112/pretrain-r11-mol-d1024,5,0,0,1,0,0,0,0,1,1944,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__pretrain-r11-mol-d1024
anng1112/pretrain-r11-per-loop-bias-d1024,5,0,0,1,0,0,0,0,1,1955,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__pretrain-r11-per-loop-bias-d1024
anng1112/pretrain-r12-pcc-qkv-bias-d1024,5,0,0,1,0,0,0,0,1,1954,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__pretrain-r12-pcc-qkv-bias-d1024
anng1112/pretrain-r5-d2l4,5,0,0,1,0,0,0,0,1,1939,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__pretrain-r5-d2l4
anng1112/pretrain-r7-d4l3,5,0,0,1,0,0,0,0,1,1939,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__pretrain-r7-d4l3
anng1112/pretrain-r8-d8l1-d1024,5,0,0,1,0,0,0,0,1,1945,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__pretrain-r8-d8l1-d1024
anng1112/pretrain-r9-pcc-d1024,5,0,0,1,0,0,0,0,1,1944,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__pretrain-r9-pcc-d1024
anng1112/pretrain-r9-pcc-d1024-long,5,0,0,1,0,0,0,0,1,1949,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__pretrain-r9-pcc-d1024-long
anng1112/pretrain-staging-c,5,0,0,1,0,0,0,0,1,1957,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__pretrain-staging-c
anng1112/pretrain-staging-c-v2,5,0,0,1,0,0,0,0,1,1957,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__pretrain-staging-c-v2
chongnh/pretrain-pcc-reason-d2048-50b-wsd-s4,5,0,0,1,0,0,0,0,1,1953,artifacts\v527_kaggle_code_audit\pulled_code\chongnh__pretrain-pcc-reason-d2048-50b-wsd-s4
chongnh/pretrain-vanilla-d2048-50b-wsd-s5,5,0,0,1,0,0,0,0,1,1955,artifacts\v527_kaggle_code_audit\pulled_code\chongnh__pretrain-vanilla-d2048-50b-wsd-s5
chongnh/pretrain-xloop-d2048-n4-50b-wsd-s5,5,0,0,1,0,0,0,0,1,1956,artifacts\v527_kaggle_code_audit\pulled_code\chongnh__pretrain-xloop-d2048-n4-50b-wsd-s5
dfbjdsbds/pretrain-r10-vanilla-d1024-xlong,5,0,0,1,0,0,0,0,1,1956,artifacts\v527_kaggle_code_audit\pulled_code\dfbjdsbds__pretrain-r10-vanilla-d1024-xlong
dfbjdsbds/pretrain-r6-d4l2-long,5,0,0,1,0,0,0,0,1,1944,artifacts\v527_kaggle_code_audit\pulled_code\dfbjdsbds__pretrain-r6-d4l2-long
dfbjdsbds/pretrain-vanilla-d2048-3b-baseline,5,0,0,1,0,0,0,0,1,1956,artifacts\v527_kaggle_code_audit\pulled_code\dfbjdsbds__pretrain-vanilla-d2048-3b-baseline
dfbjdsbds/pretrain-vanilla-d2048-50b-wsd-s4,5,0,0,1,0,0,0,0,1,1955,artifacts\v527_kaggle_code_audit\pulled_code\dfbjdsbds__pretrain-vanilla-d2048-50b-wsd-s4
dfbjdsbds/pretrain-vanilla-l16-1b-50b-wsd-s3,5,0,0,1,0,0,0,0,1,1962,artifacts\v527_kaggle_code_audit\pulled_code\dfbjdsbds__pretrain-vanilla-l16-1b-50b-wsd-s3
dnglethnh/gen-pcc-reason-d2048-s5,5,0,0,1,0,0,0,0,1,3349,artifacts\v527_kaggle_code_audit\pulled_code\dnglethnh__gen-pcc-reason-d2048-s5
dnglethnh/pretrain-vanilla-l16-1b-50b-wsd-s1,5,0,0,1,0,0,0,0,1,1962,artifacts\v527_kaggle_code_audit\pulled_code\dnglethnh__pretrain-vanilla-l16-1b-50b-wsd-s1
dnglethnh/pretrain-xloop-d2048-n4-50b-wsd-s1,5,0,0,1,0,0,0,0,1,1956,artifacts\v527_kaggle_code_audit\pulled_code\dnglethnh__pretrain-xloop-d2048-n4-50b-wsd-s1
dungnguyenhuy/pretrain-pretrain-pcc-reason-d2048-50b-wsd-s3,5,0,0,1,0,0,0,0,1,1953,artifacts\v527_kaggle_code_audit\pulled_code\dungnguyenhuy__pretrain-pretrain-pcc-reason-d2048-50b-wsd-s3
dungnguyenhuy/pretrain-vanilla-d2048-50b-wsd-s6,5,0,0,1,0,0,0,0,1,1955,artifacts\v527_kaggle_code_audit\pulled_code\dungnguyenhuy__pretrain-vanilla-d2048-50b-wsd-s6
dungnguyenhuy/pretrain-xloop-d2048-n4-50b-wsd-s4,5,0,0,1,0,0,0,0,1,1956,artifacts\v527_kaggle_code_audit\pulled_code\dungnguyenhuy__pretrain-xloop-d2048-n4-50b-wsd-s4
hduong/pretrain-vanilla-d2048-15b-s3,5,0,0,1,0,0,0,0,1,1951,artifacts\v527_kaggle_code_audit\pulled_code\hduong__pretrain-vanilla-d2048-15b-s3
hduong/pretrain-vanilla-d2048-15b-s4,5,0,0,1,0,0,0,0,1,1951,artifacts\v527_kaggle_code_audit\pulled_code\hduong__pretrain-vanilla-d2048-15b-s4
hiulnho/pretrain-pcc-d2048-reason-synth,5,0,0,1,0,0,0,0,1,1950,artifacts\v527_kaggle_code_audit\pulled_code\hiulnho__pretrain-pcc-d2048-reason-synth
hiulnho/pretrain-pcc-reason-d2048-50b-wsd-s6,5,0,0,1,0,0,0,0,1,1953,artifacts\v527_kaggle_code_audit\pulled_code\hiulnho__pretrain-pcc-reason-d2048-50b-wsd-s6
hiulnho/pretrain-pretrain-vanilla-d2048-50b-wsd-s3,5,0,0,1,0,0,0,0,1,1955,artifacts\v527_kaggle_code_audit\pulled_code\hiulnho__pretrain-pretrain-vanilla-d2048-50b-wsd-s3
hiulnho/pretrain-xloop-d2048-n4-50b-wsd-s6,5,0,0,1,0,0,0,0,1,1956,artifacts\v527_kaggle_code_audit\pulled_code\hiulnho__pretrain-xloop-d2048-n4-50b-wsd-s6
khoidang67/pretrain-r5-d1l8,5,0,0,1,0,0,0,0,1,1939,artifacts\v527_kaggle_code_audit\pulled_code\khoidang67__pretrain-r5-d1l8
khoidang67/pretrain-r7-d3l3,5,0,0,1,0,0,0,0,1,1939,artifacts\v527_kaggle_code_audit\pulled_code\khoidang67__pretrain-r7-d3l3
khoidang67/pretrain-r8-d4l2-d1024,5,0,0,1,0,0,0,0,1,1945,artifacts\v527_kaggle_code_audit\pulled_code\khoidang67__pretrain-r8-d4l2-d1024
khunht/pretrain-vanilla-d2048-50b-wsd-s2,5,0,0,1,0,0,0,0,1,1955,artifacts\v527_kaggle_code_audit\pulled_code\khunht__pretrain-vanilla-d2048-50b-wsd-s2
leehoangquan006/gen-vanilla-d2048-s5,5,0,0,1,0,0,0,0,1,3349,artifacts\v527_kaggle_code_audit\pulled_code\leehoangquan006__gen-vanilla-d2048-s5
leehoangquan006/pretrain-pcc-iter-d1280-2b-s1,5,0,0,1,0,0,0,0,1,1951,artifacts\v527_kaggle_code_audit\pulled_code\leehoangquan006__pretrain-pcc-iter-d1280-2b-s1
leehoangquan006/pretrain-vanilla-l16-1b-50b-wsd-s2,5,0,0,1,0,0,0,0,1,1962,artifacts\v527_kaggle_code_audit\pulled_code\leehoangquan006__pretrain-vanilla-l16-1b-50b-wsd-s2
namphmbuwu/pretrain-r10-pcc-d1024-xlong,5,0,0,1,0,0,0,0,1,1951,artifacts\v527_kaggle_code_audit\pulled_code\namphmbuwu__pretrain-r10-pcc-d1024-xlong
namphmbuwu/pretrain-r11-pcc-loop-bias-d1024,5,0,0,1,0,0,0,0,1,1955,artifacts\v527_kaggle_code_audit\pulled_code\namphmbuwu__pretrain-r11-pcc-loop-bias-d1024
namphmbuwu/pretrain-r6-d8l1-long,5,0,0,1,0,0,0,0,1,1944,artifacts\v527_kaggle_code_audit\pulled_code\namphmbuwu__pretrain-r6-d8l1-long
namphmbuwu/pretrain-r8-d8l2-v2,5,0,0,1,0,0,0,0,1,1939,artifacts\v527_kaggle_code_audit\pulled_code\namphmbuwu__pretrain-r8-d8l2-v2
namphmbuwu/pretrain-r9-loop2-no-aux,5,0,0,1,0,0,0,0,1,1947,artifacts\v527_kaggle_code_audit\pulled_code\namphmbuwu__pretrain-r9-loop2-no-aux
namphmbuwu/pretrain-r9-vanilla-d768,5,0,0,1,0,0,0,0,1,1947,artifacts\v527_kaggle_code_audit\pulled_code\namphmbuwu__pretrain-r9-vanilla-d768
namphmbuwu/pretrain-r9-xloop-d1024,5,0,0,1,0,0,0,0,1,1946,artifacts\v527_kaggle_code_audit\pulled_code\namphmbuwu__pretrain-r9-xloop-d1024
namphmbuwu/pretrain-staging-b,5,0,0,1,0,0,0,0,1,1950,artifacts\v527_kaggle_code_audit\pulled_code\namphmbuwu__pretrain-staging-b
namphmbuwu/pretrain-staging-b-v2,5,0,0,1,0,0,0,0,1,1950,artifacts\v527_kaggle_code_audit\pulled_code\namphmbuwu__pretrain-staging-b-v2
namphmbuwu/pretrain-vanilla-iter-d2048-15b-s1,5,0,0,1,0,0,0,0,1,1956,artifacts\v527_kaggle_code_audit\pulled_code\namphmbuwu__pretrain-vanilla-iter-d2048-15b-s1
namphmbuwu/pretrain-vanilla-iter-d2048-15b-s2,5,0,0,1,0,0,0,0,1,1956,artifacts\v527_kaggle_code_audit\pulled_code\namphmbuwu__pretrain-vanilla-iter-d2048-15b-s2
nguyenduongtrong/pretrain-sanity-baseline,5,0,0,1,0,0,0,0,1,1957,artifacts\v527_kaggle_code_audit\pulled_code\nguyenduongtrong__pretrain-sanity-baseline
nguyenduongtrong/pretrain-sanity-bigbatch16-vanilla,5,0,0,1,0,0,0,0,1,1961,artifacts\v527_kaggle_code_audit\pulled_code\nguyenduongtrong__pretrain-sanity-bigbatch16-vanilla
nguyenduongtrong/pretrain-sanity-bigbatch16-watch,5,0,0,1,0,0,0,0,1,1957,artifacts\v527_kaggle_code_audit\pulled_code\nguyenduongtrong__pretrain-sanity-bigbatch16-watch
nguyenduongtrong/pretrain-sanity-compile-watch,5,0,0,1,0,0,0,0,1,1956,artifacts\v527_kaggle_code_audit\pulled_code\nguyenduongtrong__pretrain-sanity-compile-watch
nguyenduongtrong/pretrain-vanilla-d2048-15b-s1,5,0,0,1,0,0,0,0,1,1951,artifacts\v527_kaggle_code_audit\pulled_code\nguyenduongtrong__pretrain-vanilla-d2048-15b-s1
nguyenduongtrong/pretrain-vanilla-d2048-3b-synth,5,0,0,1,0,0,0,0,1,1955,artifacts\v527_kaggle_code_audit\pulled_code\nguyenduongtrong__pretrain-vanilla-d2048-3b-synth
nguyenduongtrong/pretrain-vanilla-d2048-50b-wsd-s1,5,0,0,1,0,0,0,0,1,1955,artifacts\v527_kaggle_code_audit\pulled_code\nguyenduongtrong__pretrain-vanilla-d2048-50b-wsd-s1
nguyenduongtrong/pretrain-vanilla-l16-1b-bench,5,0,0,1,0,0,0,0,1,1958,artifacts\v527_kaggle_code_audit\pulled_code\nguyenduongtrong__pretrain-vanilla-l16-1b-bench
nguyenduongtrong/pretrain-vanilla-l16-1b-bench-mb10,5,0,0,1,0,0,0,0,1,1963,artifacts\v527_kaggle_code_audit\pulled_code\nguyenduongtrong__pretrain-vanilla-l16-1b-bench-mb10
phmthanhlm24022379/pretrain-hybrid-d1280-l8,5,0,0,1,0,0,0,0,1,1955,artifacts\v527_kaggle_code_audit\pulled_code\phmthanhlm24022379__pretrain-hybrid-d1280-l8
phmthanhlm24022379/pretrain-pcc-matched-1b,5,0,0,1,0,0,0,0,1,1940,artifacts\v527_kaggle_code_audit\pulled_code\phmthanhlm24022379__pretrain-pcc-matched-1b
tanluu/pretrain-bench-xloop-mb8,5,0,0,1,0,0,0,0,1,1953,artifacts\v527_kaggle_code_audit\pulled_code\tanluu__pretrain-bench-xloop-mb8
tbmdemi/pretrain-bench-pcc,5,0,0,1,0,0,0,0,1,1957,artifacts\v527_kaggle_code_audit\pulled_code\tbmdemi__pretrain-bench-pcc
tbmdemi/pretrain-pcc-reason-d2048-50b-wsd-s5,5,0,0,1,0,0,0,0,1,1953,artifacts\v527_kaggle_code_audit\pulled_code\tbmdemi__pretrain-pcc-reason-d2048-50b-wsd-s5
tbmdemi/pretrain-pretrain-xloop-d2048-n4-50b-wsd-s3,5,0,0,1,0,0,0,0,1,1956,artifacts\v527_kaggle_code_audit\pulled_code\tbmdemi__pretrain-pretrain-xloop-d2048-n4-50b-wsd-s3
thunvng/gen-xloop-d2048-n4-s5,5,0,0,1,0,0,0,0,1,3349,artifacts\v527_kaggle_code_audit\pulled_code\thunvng__gen-xloop-d2048-n4-s5
truongdinhduc06/pretrain-sanity-baseline-pcc,5,0,0,1,0,0,0,0,1,1957,artifacts\v527_kaggle_code_audit\pulled_code\truongdinhduc06__pretrain-sanity-baseline-pcc
truongdinhduc06/pretrain-sanity-bigbatch16,5,0,0,1,0,0,0,0,1,1957,artifacts\v527_kaggle_code_audit\pulled_code\truongdinhduc06__pretrain-sanity-bigbatch16
truongdinhduc06/pretrain-sanity-compile-v2,5,0,0,1,0,0,0,0,1,1956,artifacts\v527_kaggle_code_audit\pulled_code\truongdinhduc06__pretrain-sanity-compile-v2
truongdinhduc06/pretrain-sanity-gpumon,5,0,0,1,0,0,0,0,1,1957,artifacts\v527_kaggle_code_audit\pulled_code\truongdinhduc06__pretrain-sanity-gpumon
truongdinhduc06/pretrain-xloop-d1280-15b-s2,5,0,0,1,0,0,0,0,1,1953,artifacts\v527_kaggle_code_audit\pulled_code\truongdinhduc06__pretrain-xloop-d1280-15b-s2
truongdv006/pretrain-hybrid-d1280-15b-s1,5,0,0,1,0,0,0,0,1,1953,artifacts\v527_kaggle_code_audit\pulled_code\truongdv006__pretrain-hybrid-d1280-15b-s1
truongdv006/pretrain-xloop-3b,5,0,0,1,0,0,0,0,1,1955,artifacts\v527_kaggle_code_audit\pulled_code\truongdv006__pretrain-xloop-3b
tuananhtran37/pretrain-bench-vanilla,5,0,0,1,0,0,0,0,1,1961,artifacts\v527_kaggle_code_audit\pulled_code\tuananhtran37__pretrain-bench-vanilla
tuananhtran37/pretrain-bench-xloop-mb12,5,0,0,1,0,0,0,0,1,1954,artifacts\v527_kaggle_code_audit\pulled_code\tuananhtran37__pretrain-bench-xloop-mb12
tuananhtran37/pretrain-hybrid-d1280-l6,5,0,0,1,0,0,0,0,1,1952,artifacts\v527_kaggle_code_audit\pulled_code\tuananhtran37__pretrain-hybrid-d1280-l6
tuananhtran37/pretrain-pcc-reason-d2048-50b-wsd-s2,5,0,0,1,0,0,0,0,1,1953,artifacts\v527_kaggle_code_audit\pulled_code\tuananhtran37__pretrain-pcc-reason-d2048-50b-wsd-s2
tuananhtran37/pretrain-r10-pcc-d1024-long,5,0,0,1,0,0,0,0,1,1950,artifacts\v527_kaggle_code_audit\pulled_code\tuananhtran37__pretrain-r10-pcc-d1024-long
tuananhtran37/pretrain-r5-d4l2,5,0,0,1,0,0,0,0,1,1939,artifacts\v527_kaggle_code_audit\pulled_code\tuananhtran37__pretrain-r5-d4l2
tuananhtran37/pretrain-r7-d6l2,5,0,0,1,0,0,0,0,1,1939,artifacts\v527_kaggle_code_audit\pulled_code\tuananhtran37__pretrain-r7-d6l2
tuananhtran37/pretrain-sanity-compile-pcc,5,0,0,1,0,0,0,0,1,1956,artifacts\v527_kaggle_code_audit\pulled_code\tuananhtran37__pretrain-sanity-compile-pcc
tuananhtran37/pretrain-staging-d,5,0,0,1,0,0,0,0,1,1955,artifacts\v527_kaggle_code_audit\pulled_code\tuananhtran37__pretrain-staging-d
tuananhtran37/pretrain-staging-d-v2,5,0,0,1,0,0,0,0,1,1955,artifacts\v527_kaggle_code_audit\pulled_code\tuananhtran37__pretrain-staging-d-v2
tuantc2306/pretrain-hr-8-2-s2,5,0,0,1,0,0,0,0,1,1945,artifacts\v527_kaggle_code_audit\pulled_code\tuantc2306__pretrain-hr-8-2-s2
tuantc2306/pretrain-xloop-d2048-n4-50b-wsd-s2,5,0,0,1,0,0,0,0,1,1956,artifacts\v527_kaggle_code_audit\pulled_code\tuantc2306__pretrain-xloop-d2048-n4-50b-wsd-s2
tuetrandoanminh/pretrain-pcc-d2048-reason-tight,5,0,0,1,0,0,0,0,1,1944,artifacts\v527_kaggle_code_audit\pulled_code\tuetrandoanminh__pretrain-pcc-d2048-reason-tight
tuetrandoanminh/pretrain-pcc-reason-d2048-50b-wsd-s1,5,0,0,1,0,0,0,0,1,1953,artifacts\v527_kaggle_code_audit\pulled_code\tuetrandoanminh__pretrain-pcc-reason-d2048-50b-wsd-s1
tuetrandoanminh/pretrain-r10-loop2-aux-long,5,0,0,1,0,0,0,0,1,1950,artifacts\v527_kaggle_code_audit\pulled_code\tuetrandoanminh__pretrain-r10-loop2-aux-long
tuetrandoanminh/pretrain-vanilla-d2048-15b-seed1,5,0,0,1,0,0,0,0,1,1957,artifacts\v527_kaggle_code_audit\pulled_code\tuetrandoanminh__pretrain-vanilla-d2048-15b-seed1
zhongzhing/pretrain-bench-pcc-mb8,5,0,0,1,0,0,0,0,1,1951,artifacts\v527_kaggle_code_audit\pulled_code\zhongzhing__pretrain-bench-pcc-mb8
zhongzhing/pretrain-vanilla-d2048-15b-s2,5,0,0,1,0,0,0,0,1,1951,artifacts\v527_kaggle_code_audit\pulled_code\zhongzhing__pretrain-vanilla-d2048-15b-s2
cdnghnam/test-rtx-pro-6000,4,0,0,1,0,0,0,0,0,1911,artifacts\v527_kaggle_code_audit\pulled_code\cdnghnam__test-rtx-pro-6000
kushpatel7391/packages,4,0,0,1,0,0,0,0,0,3846,artifacts\v527_kaggle_code_audit\pulled_code\kushpatel7391__packages
lhuyton/sam3-finetune,4,0,0,1,0,0,0,0,0,2705,artifacts\v527_kaggle_code_audit\pulled_code\lhuyton__sam3-finetune
luciankucera/bit-analyzing-unit-test-depth1,4,0,0,1,0,0,0,0,0,907,artifacts\v527_kaggle_code_audit\pulled_code\luciankucera__bit-analyzing-unit-test-depth1
marcelocruzeta/nemotron-mrc-01-utility,4,0,0,1,0,0,0,0,0,5133,artifacts\v527_kaggle_code_audit\pulled_code\marcelocruzeta__nemotron-mrc-01-utility
mtoshidesu/testnvidia-comp,4,0,0,0,0,0,2,0,0,1567,artifacts\v527_kaggle_code_audit\pulled_code\mtoshidesu__testnvidia-comp
newduck/nvidia-nemotron-build-offline-packages,4,0,0,1,0,0,0,0,0,5547,artifacts\v527_kaggle_code_audit\pulled_code\newduck__nvidia-nemotron-build-offline-packages
nguyenducdung1107/rtx-6000pro-chuan,4,0,0,1,0,0,0,0,0,2102,artifacts\v527_kaggle_code_audit\pulled_code\nguyenducdung1107__rtx-6000pro-chuan
onkarmario/unsloth-dependency-rtx-pro-6000,4,0,0,1,0,0,0,0,0,1848,artifacts\v527_kaggle_code_audit\pulled_code\onkarmario__unsloth-dependency-rtx-pro-6000
ravi20076/nemotron2026-public-submission-v1,4,0,0,1,0,0,0,0,0,986,artifacts\v527_kaggle_code_audit\pulled_code\ravi20076__nemotron2026-public-submission-v1
rohanrk1813/nvidia-comp,4,0,0,0,0,0,2,0,0,1567,artifacts\v527_kaggle_code_audit\pulled_code\rohanrk1813__nvidia-comp
safar1/lb-score-0-86,4,0,0,0,0,0,2,0,0,1567,artifacts\v527_kaggle_code_audit\pulled_code\safar1__lb-score-0-86
vasilisabaginskaya/nemotron-reasoning-challenge,4,0,0,1,0,0,0,0,0,55,artifacts\v527_kaggle_code_audit\pulled_code\vasilisabaginskaya__nemotron-reasoning-challenge
vodung020905/lab-cpo,3,0,0,0,0,0,1,0,1,4809,artifacts\v527_kaggle_code_audit\pulled_code\vodung020905__lab-cpo
vodung020905/lab-dpo,3,0,0,0,0,0,1,0,1,4639,artifacts\v527_kaggle_code_audit\pulled_code\vodung020905__lab-dpo
denislu/nvidia-nemotron-model-reasoning-challenge,2,0,0,0,0,0,1,0,0,1688,artifacts\v527_kaggle_code_audit\pulled_code\denislu__nvidia-nemotron-model-reasoning-challenge
anng1112/dim-flow-r11-mol,1,0,0,0,0,0,0,0,1,1059,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__dim-flow-r11-mol
anng1112/dim-flow-r11-plb,1,0,0,0,0,0,0,0,1,1059,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__dim-flow-r11-plb
anng1112/eval-r10-vanilla-d1024,1,0,0,0,0,0,0,0,1,1804,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__eval-r10-vanilla-d1024
anng1112/eval-vanilla-d1024-1b,1,0,0,0,0,0,0,0,1,1804,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__eval-vanilla-d1024-1b
anng1112/eval-vanilla-d2048-2b,1,0,0,0,0,0,0,0,1,1804,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__eval-vanilla-d2048-2b
anng1112/eval-vanilla-d2048-4b,1,0,0,0,0,0,0,0,1,1804,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__eval-vanilla-d2048-4b
anng1112/eval-vanilla-s4-chained-x,1,0,0,0,0,0,0,0,1,1804,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__eval-vanilla-s4-chained-x
anng1112/flow-r5-d2l4-flow,1,0,0,0,0,0,0,0,1,1269,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__flow-r5-d2l4-flow
anng1112/flow-staging-c,1,0,0,0,0,0,0,0,1,1269,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__flow-staging-c
anng1112/probe-r12-pcc-qkv-bias-v2,1,0,0,0,0,0,0,0,1,987,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__probe-r12-pcc-qkv-bias-v2
anng1112/repr-r12-pcc-qkv-bias,1,0,0,0,0,0,0,0,1,1027,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__repr-r12-pcc-qkv-bias
anng1112/stage2-debug-codeset-v3,1,0,0,0,0,0,0,0,1,1866,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__stage2-debug-codeset-v3
anng1112/stage2-extrap-hybrid-v24-1024,1,0,0,0,0,0,0,0,1,1914,artifacts\v527_kaggle_code_audit\pulled_code\anng1112__stage2-extrap-hybrid-v24-1024
dfbjdsbds/lle-v2-vanilla-d2048-s2,1,0,0,0,0,0,0,0,1,1806,artifacts\v527_kaggle_code_audit\pulled_code\dfbjdsbds__lle-v2-vanilla-d2048-s2
dfbjdsbds/lle-vanilla-d2048-s3,1,0,0,0,0,0,0,0,1,1806,artifacts\v527_kaggle_code_audit\pulled_code\dfbjdsbds__lle-vanilla-d2048-s3
dfbjdsbds/lle-vanilla-d2048-s4,1,0,0,0,0,0,0,0,1,1806,artifacts\v527_kaggle_code_audit\pulled_code\dfbjdsbds__lle-vanilla-d2048-s4
dfbjdsbds/lle-vanilla-iter-d2048-s1,1,0,0,0,0,0,0,0,1,1811,artifacts\v527_kaggle_code_audit\pulled_code\dfbjdsbds__lle-vanilla-iter-d2048-s1
dfbjdsbds/stage2-extrap-vanilla-s3-v24-1024,1,0,0,0,0,0,0,0,1,1908,artifacts\v527_kaggle_code_audit\pulled_code\dfbjdsbds__stage2-extrap-vanilla-s3-v24-1024
dfbjdsbds/stage2-extrap-vanilla-v24-1024,1,0,0,0,0,0,0,0,1,1908,artifacts\v527_kaggle_code_audit\pulled_code\dfbjdsbds__stage2-extrap-vanilla-v24-1024
dfbjdsbds/stage2-hybrid-listops-3k,1,0,0,0,0,0,0,0,1,1892,artifacts\v527_kaggle_code_audit\pulled_code\dfbjdsbds__stage2-hybrid-listops-3k
dfbjdsbds/stage2-vanilla-d2048-s4,1,0,0,0,0,0,0,0,1,1808,artifacts\v527_kaggle_code_audit\pulled_code\dfbjdsbds__stage2-vanilla-d2048-s4
dfbjdsbds/stage2-vanilla-mp-v2,1,0,0,0,0,0,0,0,1,1808,artifacts\v527_kaggle_code_audit\pulled_code\dfbjdsbds__stage2-vanilla-mp-v2
dfbjdsbds/stage2-vanilla-v24-k8,1,0,0,0,0,0,0,0,1,1857,artifacts\v527_kaggle_code_audit\pulled_code\dfbjdsbds__stage2-vanilla-v24-k8
dnglethnh/lle-pcc-reason-d2048-50b-wsd-s4,1,0,0,0,0,0,0,0,1,1802,artifacts\v527_kaggle_code_audit\pulled_code\dnglethnh__lle-pcc-reason-d2048-50b-wsd-s4
dungnguyenhuy/lle-pcc-reason-seed1,1,0,0,0,0,0,0,0,1,1802,artifacts\v527_kaggle_code_audit\pulled_code\dungnguyenhuy__lle-pcc-reason-seed1
gerwynng/competition-metric-verify-method-bug,1,0,0,0,0,0,0,0,1,1877,artifacts\v527_kaggle_code_audit\pulled_code\gerwynng__competition-metric-verify-method-bug
hduong/eval-vanilla-d2048-s3,1,0,0,0,0,0,0,0,1,1804,artifacts\v527_kaggle_code_audit\pulled_code\hduong__eval-vanilla-d2048-s3
hduong/eval-vanilla-d2048-s3-final,1,0,0,0,0,0,0,0,1,1804,artifacts\v527_kaggle_code_audit\pulled_code\hduong__eval-vanilla-d2048-s3-final
