ref,title,author,lastRunTime,totalVotes,kernel_type,seen_sort,seen_page
truongdinhduc06/repr-flow-pcc-d2048,repr-flow-pcc-d2048,Trương Đình Đức,2026-05-10 09:55:50.163000,0,notebook,voteCount,6
zhongzhing/repr-flow-vanilla-d2048-4b,repr-flow-vanilla-d2048-4b,Zhong Zhing ,2026-05-10 09:55:49.760000,0,notebook,voteCount,6
anng1112/dim-flow-r11-mol,dim-flow-r11-mol,Nguyen An,2026-05-10 09:07:47.083000,0,notebook,voteCount,6
anng1112/pretrain-r11-mol-d1024,pretrain-r11-mol-d1024,Nguyen An,2026-05-10 08:49:45.327000,0,notebook,voteCount,6
namphmbuwu/dim-flow-r11-pcclb,dim-flow-r11-pcclb,Nam Phạm Bá UWU,2026-05-10 08:27:59.167000,0,notebook,voteCount,6
anng1112/dim-flow-r11-plb,dim-flow-r11-plb,Nguyen An,2026-05-10 08:12:44.663000,0,notebook,voteCount,6
toney02/nvidia-nemotron-sfttrainer-training,NVIDIA Nemotron - SFTTrainer training,Toney02,2026-05-11 07:31:25.567000,0,notebook,voteCount,6
anng1112/pretrain-r11-per-loop-bias-d1024,pretrain-r11-per-loop-bias-d1024,Nguyen An,2026-05-10 07:56:45.743000,0,notebook,voteCount,6
namphmbuwu/pretrain-r11-pcc-loop-bias-d1024,pretrain-r11-pcc-loop-bias-d1024,Nam Phạm Bá UWU,2026-05-10 07:56:44.993000,0,notebook,voteCount,6
tuetrandoanminh/dim-flow-xloop-d1280-2b,dim-flow-xloop-d1280-2b,Tue Tran Doan Minh,2026-05-10 07:34:01.430000,0,notebook,voteCount,6
truongdinhduc06/dim-flow-pcc-d2048,dim-flow-pcc-d2048,Trương Đình Đức,2026-05-10 07:34:00.380000,0,notebook,voteCount,6
zhongzhing/dim-flow-vanilla-d2048-4b,dim-flow-vanilla-d2048-4b,Zhong Zhing ,2026-05-10 07:33:59.883000,0,notebook,voteCount,6
zhongzhing/grad-flow-vanilla-d2048-4b-own,grad-flow-vanilla-d2048-4b-own,Zhong Zhing ,2026-05-10 06:23:46.780000,0,notebook,voteCount,6
truongdinhduc06/grad-flow-pcc-d2048-own,grad-flow-pcc-d2048-own,Trương Đình Đức,2026-05-10 06:21:15.947000,0,notebook,voteCount,6
tuetrandoanminh/grad-flow-xloop-d1280-2b-v2,grad-flow-xloop-d1280-2b-v2,Tue Tran Doan Minh,2026-05-10 06:17:09.647000,0,notebook,voteCount,6
namphmbuwu/pretrain-vanilla-iter-d2048-15b-s1,pretrain-vanilla-iter-d2048-15b-s1,Nam Phạm Bá UWU,2026-05-10 04:44:42.493000,0,notebook,voteCount,6
truongdv006/pretrain-hybrid-d1280-15b-s1,pretrain-hybrid-d1280-15b-s1,38.Đinh Văn Trường,2026-05-10 02:07:36.013000,0,notebook,voteCount,6
truongdinhduc06/pretrain-xloop-d1280-15b-s2,pretrain-xloop-d1280-15b-s2,Trương Đình Đức,2026-05-10 16:45:38.247000,0,notebook,voteCount,6
hduong/pretrain-vanilla-d2048-15b-s3,pretrain-vanilla-d2048-15b-s3,Hoang Duong,2026-05-10 16:45:34.507000,0,notebook,voteCount,6
tuetrandoanminh/eval-pcc-xlong-d1024,eval-pcc-xlong-d1024,Tue Tran Doan Minh,2026-05-09 20:43:36.620000,0,notebook,voteCount,6
tuetrandoanminh/eval-xloop-d1280-2b,eval-xloop-d1280-2b,Tue Tran Doan Minh,2026-05-09 18:47:28.553000,0,notebook,voteCount,6
anng1112/eval-vanilla-d1024-1b,eval-vanilla-d1024-1b,Nguyen An,2026-05-09 18:21:48.993000,0,notebook,voteCount,6
xduan7/nemotron-symbolic-eq-memcheck-eval,Nemotron Symbolic Eq Memcheck Eval,Xiaotian Duan,2026-05-09 17:30:51.637000,0,notebook,voteCount,6
anng1112/eval-vanilla-d2048-4b,eval-vanilla-d2048-4b,Nguyen An,2026-05-09 16:23:17.207000,0,notebook,voteCount,6
anng1112/eval-vanilla-d2048-2b,eval-vanilla-d2048-2b,Nguyen An,2026-05-09 16:18:59.960000,0,notebook,voteCount,6
dfbjdsbds/pretrain-r10-vanilla-d1024-xlong,pretrain-r10-vanilla-d1024-xlong,Space_cowboy,2026-05-09 16:03:41.177000,0,notebook,voteCount,6
namphmbuwu/pretrain-r10-pcc-d1024-xlong,pretrain-r10-pcc-d1024-xlong,Nam Phạm Bá UWU,2026-05-09 15:58:19.573000,0,notebook,voteCount,6
tuetrandoanminh/eval-r10-loop2-aux,eval-r10-loop2-aux,Tue Tran Doan Minh,2026-05-09 15:55:17.023000,0,notebook,voteCount,6
tuananhtran37/eval-r10-pcc-d1024,eval-r10-pcc-d1024,Tuan Anh Tran 37,2026-05-09 15:55:09.793000,0,notebook,voteCount,6
anng1112/eval-r10-vanilla-d1024,eval-r10-vanilla-d1024,Nguyen An,2026-05-09 15:55:04.350000,0,notebook,voteCount,6
xduan7/nemotron-symbolic-eq-corpus-inject-eval,Nemotron Symbolic Eq Corpus Inject Eval,Xiaotian Duan,2026-05-09 15:39:30.183000,0,notebook,voteCount,6
tuetrandoanminh/pretrain-r10-loop2-aux-long,pretrain-r10-loop2-aux-long,Tue Tran Doan Minh,2026-05-09 13:24:05.760000,0,notebook,voteCount,6
tuananhtran37/pretrain-r10-pcc-d1024-long,pretrain-r10-pcc-d1024-long,Tuan Anh Tran 37,2026-05-09 13:24:03.160000,0,notebook,voteCount,6
anng1112/pretrain-r10-vanilla-d1024-long-v2,pretrain-r10-vanilla-d1024-long-v2,Nguyen An,2026-05-09 12:17:33.337000,0,notebook,voteCount,6
namphmbuwu/pretrain-r9-vanilla-d768,pretrain-r9-vanilla-d768,Nam Phạm Bá UWU,2026-05-09 11:57:20.530000,0,notebook,voteCount,6
namphmbuwu/pretrain-r9-loop2-no-aux,pretrain-r9-loop2-no-aux,Nam Phạm Bá UWU,2026-05-09 11:06:10.553000,0,notebook,voteCount,6
anng1112/pretrain-r9-pcc-d1024-long,pretrain-r9-pcc-d1024-long,Nguyen An,2026-05-09 11:01:16.400000,0,notebook,voteCount,6
namphmbuwu/pretrain-r9-xloop-d1024,pretrain-r9-xloop-d1024,Nam Phạm Bá UWU,2026-05-09 10:24:45.300000,0,notebook,voteCount,6
anng1112/pretrain-r9-pcc-d1024,pretrain-r9-pcc-d1024,Nguyen An,2026-05-09 10:24:37.987000,0,notebook,voteCount,6
anng1112/pretrain-r8-d8l1-d1024,pretrain-r8-d8l1-d1024,Nguyen An,2026-05-09 09:56:06.457000,0,notebook,voteCount,6
namphmbuwu/pretrain-r8-d8l2-v2,pretrain-r8-d8l2-v2,Nam Phạm Bá UWU,2026-05-09 09:39:44.993000,0,notebook,voteCount,6
khoidang67/pretrain-r8-d4l2-d1024,pretrain-r8-d4l2-d1024,Khôi Đăng,2026-05-09 09:37:48.123000,0,notebook,voteCount,6
tuananhtran37/pretrain-r7-d6l2,pretrain-r7-d6l2,Tuan Anh Tran 37,2026-05-09 09:19:49.083000,0,notebook,voteCount,6
anng1112/pretrain-r7-d4l3,pretrain-r7-d4l3,Nguyen An,2026-05-09 09:19:47.457000,0,notebook,voteCount,6
khoidang67/pretrain-r7-d3l3,pretrain-r7-d3l3,Khôi Đăng,2026-05-09 09:19:45.260000,0,notebook,voteCount,6
tuananhtran37/flow-r5-d4l2-flow,flow-r5-d4l2-flow,Tuan Anh Tran 37,2026-05-09 08:42:16.287000,0,notebook,voteCount,6
anng1112/flow-r5-d2l4-flow,flow-r5-d2l4-flow,Nguyen An,2026-05-09 08:42:14.003000,0,notebook,voteCount,6
khoidang67/flow-r5-d1l8-flow,flow-r5-d1l8-flow,Khôi Đăng,2026-05-09 08:42:11.040000,0,notebook,voteCount,6
namphmbuwu/pretrain-r6-d8l1-long,pretrain-r6-d8l1-long,Nam Phạm Bá UWU,2026-05-09 08:42:08.140000,0,notebook,voteCount,6
dfbjdsbds/pretrain-r6-d4l2-long,pretrain-r6-d4l2-long,Space_cowboy,2026-05-09 08:42:05.243000,0,notebook,voteCount,6
tuananhtran37/pretrain-r5-d4l2,pretrain-r5-d4l2,Tuan Anh Tran 37,2026-05-09 08:12:35.890000,0,notebook,voteCount,6
anng1112/pretrain-r5-d2l4,pretrain-r5-d2l4,Nguyen An,2026-05-09 08:12:33.670000,0,notebook,voteCount,6
khoidang67/pretrain-r5-d1l8,pretrain-r5-d1l8,Khôi Đăng,2026-05-09 08:12:30.773000,0,notebook,voteCount,6
tuananhtran37/flow-staging-d,flow-staging-d,Tuan Anh Tran 37,2026-05-09 08:08:30.160000,0,notebook,voteCount,6
anng1112/flow-staging-c,flow-staging-c,Nguyen An,2026-05-09 08:08:26.690000,0,notebook,voteCount,6
namphmbuwu/flow-staging-b,flow-staging-b,Nam Phạm Bá UWU,2026-05-09 08:08:24.483000,0,notebook,voteCount,6
khoidang67/flow-staging-a,flow-staging-a,Khôi Đăng,2026-05-09 08:08:20.987000,0,notebook,voteCount,6
tuananhtran37/pretrain-staging-d-v2,pretrain-staging-d-v2,Tuan Anh Tran 37,2026-05-09 07:38:33.727000,0,notebook,voteCount,6
anng1112/pretrain-staging-c-v2,pretrain-staging-c-v2,Nguyen An,2026-05-09 07:38:31.493000,0,notebook,voteCount,6
namphmbuwu/pretrain-staging-b-v2,pretrain-staging-b-v2,Nam Phạm Bá UWU,2026-05-09 07:38:27.777000,0,notebook,voteCount,6
khoidang67/pretrain-staging-a-v2,pretrain-staging-a-v2,Khôi Đăng,2026-05-09 07:38:25.020000,0,notebook,voteCount,6
tanluu/eval-eval-av,eval-eval-AV,tan luu,2026-05-09 07:27:34.060000,0,notebook,voteCount,6
truongdv006/pretrain-xloop-3b,pretrain-xloop-3b,38.Đinh Văn Trường,2026-05-09 07:09:34.777000,0,notebook,voteCount,6
phmthanhlm24022379/pretrain-hybrid-d1280-l8,pretrain-hybrid-d1280-l8, Phạm Thanh Lâm 24022379,2026-05-09 07:09:26.363000,0,notebook,voteCount,6
tuananhtran37/pretrain-hybrid-d1280-l6,pretrain-hybrid-d1280-l6,Tuan Anh Tran 37,2026-05-09 07:09:17.520000,0,notebook,voteCount,6
tuananhtran37/pretrain-staging-d,pretrain-staging-d,Tuan Anh Tran 37,2026-05-09 07:06:34.217000,0,notebook,voteCount,6
anng1112/pretrain-staging-c,pretrain-staging-c,Nguyen An,2026-05-09 07:06:32.420000,0,notebook,voteCount,6
namphmbuwu/pretrain-staging-b,pretrain-staging-b,Nam Phạm Bá UWU,2026-05-09 07:06:29.093000,0,notebook,voteCount,6
khoidang67/pretrain-staging-a,pretrain-staging-a,Khôi Đăng,2026-05-09 07:06:26.853000,0,notebook,voteCount,6
truongdinhduc06/flow-pcc-aux-d2048,flow-pcc-aux-d2048,Trương Đình Đức,2026-05-09 06:55:58.890000,0,notebook,voteCount,6
truongdinhduc06/eval-pcc-aux-d2048,eval-pcc-aux-d2048,Trương Đình Đức,2026-05-09 06:55:55.900000,0,notebook,voteCount,6
akankshathalla/nvidia-nemotron-final,NVIDIA Nemotron final,Akanksha Thalla,2026-05-10 20:48:35.410000,0,notebook,voteCount,6
phmthanhlm24022379/pretrain-pcc-matched-1b,pretrain-pcc-matched-1b, Phạm Thanh Lâm 24022379,2026-05-09 04:40:12.223000,0,notebook,voteCount,6
tuantc2306/pretrain-hr-8-2-s2,pretrain-hr-8-2-s2,TuanTc2306,2026-05-09 04:15:57.767000,0,notebook,voteCount,6
zhongzhing/pretrain-vanilla-d2048-15b-s2,pretrain-vanilla-d2048-15b-s2,Zhong Zhing ,2026-05-09 04:14:35.730000,0,notebook,voteCount,6
ramyagopalaswamy/nvidia-nemotron-submission-demo,NVIDIA Nemotron Submission Demo,Ramya Gopalaswamy,2026-05-11 21:24:39.440000,0,notebook,voteCount,6
nguyenduongtrong/pretrain-vanilla-d2048-15b-s1,pretrain-vanilla-d2048-15b-s1,Nguyen Duong Trong,2026-05-08 10:20:12.873000,0,notebook,voteCount,6
omnillos/mysolution,mysolution,[Ru] Гулякин Иля,2026-05-09 21:41:30.063000,0,notebook,voteCount,7
camvsfd/notebook-colsmol-mmdocir-page-vrq,[notebook] ColSmol MMDocIR Page VRQ,cóa má,2026-05-07 06:11:37.080000,0,notebook,voteCount,7
nguyenducdung1107/notebook-ex-colpali-layout-rvq,[notebook-ex] Colpali layout RVQ,NGUYEN DUC DUNG 1107,2026-05-06 16:25:08.030000,0,notebook,voteCount,7
nguyenducdung1107/notebook-ex-colsmol500layoutrvq, [notebook-ex]Colsmol500layoutRVQ,NGUYEN DUC DUNG 1107,2026-05-07 13:02:47.243000,0,notebook,voteCount,7
abky189/notebook17effa02a5,notebook17effa02a5,Bharath,2026-05-06 10:01:23.507000,0,notebook,voteCount,7
lfreedom2750/scrape-html,scrape_html,lfreedom2750,2026-05-05 07:28:19.540000,0,notebook,voteCount,7
onkarmario/unsloth-dependency-rtx-pro-6000,unsloth dependency RTX PRO 6000,OnkarMario,2026-05-04 09:24:31.193000,0,notebook,voteCount,7
datatemple/run24-050326,run24_050326,Oluyinka Oginni,2026-05-04 03:06:12,0,notebook,voteCount,7
sonlee25/nvidia-nemotron-submission-demo,NVIDIA Nemotron Submission Demo,Sơn Lê,2026-05-14 10:08:34.650000,0,notebook,voteCount,7
quangnguyen711/baseline-ic-payt,Baseline_IC_PAYT,QuangNguyen711,2026-05-07 11:29:23.727000,0,notebook,voteCount,7
syu21125/nemotron-kienngx-tinker-submit,Nemotron kienngx tinker submit,SYU21125,2026-05-03 10:35:44.060000,0,notebook,voteCount,7
syu21125/nemotron-dgxchen-085-submit,Nemotron dgxchen 085 submit,SYU21125,2026-05-03 08:50:20.970000,0,notebook,voteCount,7
syu21125/nemotron-kienngx-2400-submit,Nemotron kienngx 2400 submit,SYU21125,2026-05-03 08:32:25.540000,0,notebook,voteCount,7
dloc19/ecapa-tdnn-dialect-vivoice34,Ecapa-tdnn-dialect-vivoice34,Lộc Dương,2026-05-03 08:26:24.387000,0,notebook,voteCount,7
syu21125/nemotron-path-d-tinker-conversion,Nemotron Path D Tinker Conversion,SYU21125,2026-05-03 03:42:27.180000,0,notebook,voteCount,7
sathvikreddy1287/notebook8f45059149,notebook8f45059149,sathvikreddy1287,2026-05-03 03:13:34.530000,0,notebook,voteCount,7
xduan7/nemotron-dgxchen-repro-eval,Nemotron dgxchen Repro Eval,Xiaotian Duan,2026-05-02 17:56:59.370000,0,notebook,voteCount,7
martinijean/nemotron-sft-lora-with-cot,Nemotron SFT LoRA with CoT,Martini Jean,2026-05-02 15:29:06.657000,0,notebook,voteCount,7
llccqq624/nvidia-nemotron-tinker-adapter-notebook,NVIDIA Nemotron Tinker Adapter Notebook,Jiachen Li,2026-05-02 13:26:02.723000,0,notebook,voteCount,7
ohhhlgm/unsloth-to-achieve-0-85-lb-use-dora-and-adapter,Unsloth to Achieve 0.85 LB use DoRA and adapter,ohhhlgm,2026-05-03 08:51:19.470000,0,notebook,voteCount,7
meoconbngu/fork-of-vivoice34-compare-to-vimd,Fork of ViVoice34_compare_to_ViMD,Đinh Ngọc Tuyển,2026-05-02 15:54:11.293000,0,notebook,voteCount,7
syu21125/nemotron-v15-huikang-085-submission,Nemotron v15 huikang 085 Submission,SYU21125,2026-05-02 08:26:00.857000,0,notebook,voteCount,7
adv1102/nvidia-nemotron-submission,NVIDIA Nemotron Submission,adv_1102,2026-05-10 23:43:23.430000,0,notebook,voteCount,7
xduan7/nemotron-moe-tied-lora-eval-scout,Nemotron MoE-Tied LoRA Eval Scout,Xiaotian Duan,2026-04-30 23:00:24.093000,0,notebook,voteCount,7
mohamedamr992/deterministic-solvers-for-reasoning-task,Deterministic Solvers for Reasoning Task,Mohamed Amr992,2026-05-06 15:35:04.233000,0,notebook,voteCount,7
anhtran10/radius-smote-test-2,Radius_SMOTE_test_2,Trần Kim Anh,2026-04-30 15:56:52.487000,0,notebook,voteCount,7
anhtran10/cdsmote-test,CDSMOTE_test,Trần Kim Anh,2026-04-30 15:33:50.477000,0,notebook,voteCount,7
tylerm16/nemotron-sft-lora-with-cot-w-no-curriculum,Nemotron SFT LoRA with CoT w/ no Curriculum,Tyler Mak,2026-04-30 09:25:19.447000,0,notebook,voteCount,7
amlear/tinker-adapter-solved-some-internet-issues,Tinker Adapter (Solved Some Internet issues),AmLear,2026-04-30 00:34:16.660000,0,notebook,voteCount,7
xduan7/nemotron-deterministic-cot-moe-tied-lora-eval,Nemotron Deterministic CoT MoE-Tied LoRA Eval,Xiaotian Duan,2026-04-30 23:31:23.740000,0,notebook,voteCount,7
mtoshidesu/nemotron-reasoning-made-simple-visual-starter,🚀 Nemotron Reasoning Made Simple — Visual Starter,m-toshi desu,2026-04-29 14:13:54.187000,0,notebook,voteCount,7
sarabstudentsaidane/soai-rl-vision,SOAI_RL -vision,Sarab,2026-05-04 04:27:42.103000,0,notebook,voteCount,7
vodung020905/lab-kto,[Lab] kto,vodung020905,2026-04-28 13:37:12.067000,0,notebook,voteCount,7
dickjun/nemotron-public085-pretrained-control-v1,nemotron-public085-pretrained-control-v1,zhangjun,2026-04-28 01:33:05.657000,0,notebook,voteCount,7
vodung020905/3930-sft-summarization-models,[3930] sft summarization models,vodung020905,2026-04-30 05:26:35.737000,0,notebook,voteCount,7
pranavtrivedi02/pranav-sft-grpo,Pranav-SFT+GRPO,Pranav Trivedi,2026-05-05 21:22:56.040000,0,notebook,voteCount,7
adam017/notebook0e80a07ad1,notebook0e80a07ad1,Adam017,2026-04-28 11:39:09.430000,0,notebook,voteCount,7
francisbanda/nemotron-reasoning-solver,Nemotron Reasoning Solver,Francis Banda,2026-04-26 11:45:37.833000,0,notebook,voteCount,7
hngliththu/lo-lightgbm-dask-final,LO_LightGBM(Dask)_Final,Hương Lại Thị Thu,2026-04-26 10:48:03.887000,0,notebook,voteCount,7
shamathmika/nemotron-reasoning-challenge,Nemotron-Reasoning-Challenge,Shamathmika,2026-05-11 15:41:17.853000,0,notebook,voteCount,7
mbarathmybranz/kaggle-submission,kaggle_submission,M BARATH Mybranz,2026-04-25 04:08:57.737000,0,notebook,voteCount,7
cdnghnam/mlproject-xgboost-random-forest,MLPROJECT|XGBOOST +RANDOM FOREST,Đức Dũng Hà Nam,2026-05-01 09:53:51.530000,0,notebook,voteCount,7
javihm77/nemotron-cot-validation-jh,Nemotron CoT Validation - JH,Javier Hernández,2026-05-05 03:11:20.763000,0,notebook,voteCount,7
anhtran10/v0-mask-v3,V0_mask_v3,Trần Kim Anh,2026-04-22 03:01:26.790000,0,notebook,voteCount,7
vhmbhjfhgdgfx/cct-qwen35-4b-test,CCT Qwen35 4B Test,vhmbhjfhgdgfx,2026-04-23 02:31:10.603000,0,notebook,voteCount,7
wukeneth/cct-qwen35-4b-test,CCT Qwen35 4B Test,KE WU,2026-04-22 21:06:10.807000,0,notebook,voteCount,7
prashantmhaske123/training-with-unsloth-to-achieve-0-85-lb,Training with Unsloth to Achieve 0.85 LB,Prashant Mhaske,2026-04-19 07:23:09.247000,0,notebook,voteCount,7
yashashavdk/nemotron-training-dl-class-cmpe258-assignment,nemotron-training-dl-class-cmpe258-assignment,yashashav_dk,2026-04-18 18:25:02.830000,0,notebook,voteCount,7
alamin7002/utility-script,Utility Script,Alamin 7002,2026-04-22 13:00:29.887000,0,notebook,voteCount,7
saivenkataganeshb/nvidia-nemotron-fine-tuning-methodology,NVIDIA Nemotron Fine-tuning Methodology,Sai Venkata Ganesh Bandaluppi,2026-04-16 21:48:54.480000,0,notebook,voteCount,7
haiduonghuynhle/lightgcl-steam17m,LightGCL-steam17m,Hải Dương,2026-04-16 15:57:09.653000,0,notebook,voteCount,7
camvsfd/notebook-methodology-doc-colsmol-vidore,[notebook] METHODOLOGY-doc ColSmol ViDoRe,cóa má,2026-04-21 20:49:42.363000,0,notebook,voteCount,7
harsha7754/nvidia-nemotron-prompting-on-base-model,NVIDIA Nemotron Prompting on base model,harsha7754,2026-04-24 08:49:12.020000,0,notebook,voteCount,7
haiduonghuynhle/lightgcl-movielens,LightGCL-movielens,Hải Dương,2026-04-18 15:36:53.247000,0,notebook,voteCount,7
haiduonghuynhle/lightgcl-gowalla,LightGCL-gowalla,Hải Dương,2026-04-18 14:35:21.437000,0,notebook,voteCount,7
haiduonghuynhle/lightgcl-amazon-books,LightGCL-amazon-books,Hải Dương,2026-04-18 15:15:23.933000,0,notebook,voteCount,7
marcelocruzeta/nemotron-mrc-01-utility,Nemotron-MRC-01-(Utility),Cruzeta,2026-04-14 11:54:51.850000,0,notebook,voteCount,7
haiduonghuynhle/lightgcl-yelp,LightGCL-yelp,Hải Dương,2026-04-17 06:53:59.590000,0,notebook,voteCount,7
itskshivam/nemotron-light-competition-adapt-sft,Nemotron Light Competition Adapt SFT,shivam,2026-04-13 10:19:37.710000,0,notebook,voteCount,7
atharvshete10/notebook7707cd0ec8,notebook7707cd0ec8,Atharv Shete,2026-04-14 00:04:14.693000,0,notebook,voteCount,7
felipe1983/kg1-top1-100x-double-check-20260412,KG1 Top1 100x Double Check 20260412,Felipe KNBIS,2026-04-12 18:03:41.060000,0,notebook,voteCount,7
itskshivam/nemotron-strict-reasoning-mix-sft-1024,Nemotron Strict Reasoning Mix SFT 1024,shivam,2026-04-11 18:54:12.107000,0,notebook,voteCount,7
dennislanov/nvidia-nemotron-submission-v2,NVIDIA Nemotron Submission v2,Dennis Lanov,2026-04-11 16:26:08.363000,0,notebook,voteCount,7
dennislanov/nvidia-nemotron-submission-demo,NVIDIA Nemotron Submission Demo,Dennis Lanov,2026-04-11 05:10:13.203000,0,notebook,voteCount,7
gracerockysavestars/uhaul,uhaul,gracerockysavestars,2026-04-09 18:19:39.297000,0,notebook,voteCount,7
dloc19/07-01-lightgbm,07.01-LightGBM,Lộc Dương,2026-04-09 15:30:26.153000,0,notebook,voteCount,7
richardjacob04/timekan-full-vivoice34,TimeKAN-Full-ViVoice34,Richard Jacob 04,2026-04-09 11:15:44.317000,0,notebook,voteCount,7
dloc19/notebooka8fde9a327,notebooka8fde9a327,Lộc Dương,2026-04-08 17:57:13.867000,0,notebook,voteCount,7
nhatranvan/notebook3b5827228b,notebook3b5827228b,NhaTranVan,2026-04-08 17:09:56.153000,0,notebook,voteCount,7
nhatranvan/notebook3b9ba9b7c6,notebook3b9ba9b7c6,NhaTranVan,2026-04-08 16:05:13.880000,0,notebook,voteCount,7
rlaajgus/nemotron-0430-1445,Nemotron_0430_1445,rlaajgus,2026-05-13 11:48:53.337000,0,notebook,voteCount,7
vasilisabaginskaya/nemotron-reasoning-challenge,Nemotron Reasoning Challenge,vasi3js,2026-04-07 16:15:55.073000,0,notebook,voteCount,7
david01szu/nemotron-gpu-debug,Nemotron GPU Debug,David01SZU,2026-04-05 15:51:25.150000,0,notebook,voteCount,7
quan242/nvidia-nemotron-training-v2-cot-labels,NVIDIA Nemotron training v2 (CoT + Labels),quan242,2026-05-12 04:56:36.283000,0,notebook,voteCount,7
sanchitgarg999/multimodel,Multimodel,Sanchit Garg,2026-04-10 16:02:13.253000,0,notebook,voteCount,7
udaken10/automl-finetunng,autoML_finetunng,really?,2026-04-01 08:15:35.277000,0,notebook,voteCount,7
smilyaiiscoolgubby/nvidia-nemotron-training-cot-labels-my-edition,NVIDIA Nemotron Training (CoT + Labels) MY EDITION,Boning Cui,2026-04-01 03:29:10.097000,0,notebook,voteCount,7
quan242/nvidia-nemotron-reasoning-dataset-gen,nvidia-nemotron-reasoning-dataset-gen,quan242,2026-05-14 14:54:20.843000,0,notebook,voteCount,7
udaken10/just-see-and-think,just_see_and_think,really?,2026-03-31 16:46:34.403000,0,notebook,voteCount,7
quan242/nemotron-baseline-evaluation,Nemotron Baseline Evaluation,quan242,2026-05-01 14:57:49.820000,0,notebook,voteCount,7
esabellechen/nvidia-nemotron-training,NVIDIA Nemotron Training,Esabelle Chen,2026-05-08 09:44:11.857000,0,notebook,voteCount,7
ulvisharifzade/nemotron-azerbaijan,Nemotron Azerbaijan,Ulvi Sharifzade,2026-04-03 21:40:36.020000,0,notebook,voteCount,7
manderson240/nemotron-lora-v41-training-all-data,Nemotron LoRA v41 Training All Data,Mike Anderson,2026-03-26 01:51:58.017000,0,notebook,voteCount,7
luciankucera/bit-analyzing-unit-test-depth1,bit:analyzing-unit-test-depth1,lucian kucera,2026-03-24 10:30:53.037000,0,notebook,voteCount,7
nguyenducdung1107/notebook1e76876f42,notebook1e76876f42,NGUYEN DUC DUNG 1107,2026-03-23 14:55:21.987000,0,notebook,voteCount,7
elgorrimmohamed/nvidia-nemotron-model-reasoning-challenge,nvidia-nemotron-model-reasoning-challenge,EL GORRIM MOHAMED,2026-03-23 03:34:08.917000,0,notebook,voteCount,7
rishabhshukla111/notebookneotronreasoningmodel,notebookneotronreasoningmodel,Rishabh Shukla 111,2026-04-11 13:08:55.837000,0,notebook,voteCount,7
mohankrishnathalla/nvidia-nemotron-model-reasoning-challenge,NVIDIA Nemotron Model Reasoning Challenge,Mohan Krishna Thalla,2026-03-21 14:32:23.460000,0,notebook,voteCount,7
stevanuso/nvidia-nemotron-training,NVIDIA Nemotron Training,StevanusO,2026-03-21 03:59:03.880000,0,notebook,voteCount,7
franekwodarczyk/nvidia-nemotron-model-reasoning-by-me-0-6-score,NVIDIA Nemotron Model Reasoning by me 0.6 score,Franek Włodarczyk,2026-04-13 10:16:58.670000,0,notebook,voteCount,7
cdnghnam/test-rtx-pro-6000,[test] rtx pro 6000,Đức Dũng Hà Nam,2026-03-24 09:26:58.557000,0,notebook,voteCount,7
bloodmoonwq/fork-of-nemotron-tinker-adapter-repro-c9ee4-15cc8c,Fork of Nemotron Tinker Adapter Repro c9ee4 15cc8c,CuteClaw,2026-05-14 10:52:29.490000,0,script,voteCount,1
kanakasarat1/nemotron-tinker-adapter-repro,Nemotron Tinker Adapter Repro,Kanaka Sarat Siripurapu,2026-05-12 04:20:01.150000,0,script,voteCount,1
ulyanovantonamaranta/nemotron-huikang-tinker27-repro,Nemotron Huikang Tinker27 Repro,Amaranta,2026-05-05 14:50:17.257000,0,script,voteCount,1
manderson240/nemotron-pure-symbolic-solver-v33,Nemotron Pure Symbolic Solver v33,Mike Anderson,2026-04-28 17:40:59.097000,0,script,voteCount,1
m1ndthegap/nemotron-lora-script-submission,Nemotron LoRA Script Submission,m1ndthegap,2026-04-25 13:58:01.453000,0,script,voteCount,1
caoruizhe/nemotron-cotsafe,Nemotron Cotsafe,rz cao,2026-04-11 16:23:25.190000,0,script,voteCount,1
prena0808/nemotron-quick-submit-v1,Nemotron Quick Submit v1,PRERNA TYAGI,2026-04-08 14:57:19.177000,0,script,voteCount,1
